EventID,Name,StartDate,EndDate,AssetModels,PreparedItems,ReturnedItems,State,ActuallyPrepared,ExtraAssets,Tag,ForceStateOverride
49,Dry Hire: NicheAV,20250914,20250917,[],"[""[MODEL]AX|Yamaha|QL1|1|Digital Mixer""]",[],Planning,[],[],dry hire,False
