EventID,Name,StartDate,EndDate,AssetModels,PreparedItems,ReturnedItems,State,ActuallyPrepared,ExtraAssets,CustomCollected,Tag,ForceStateOverride
143,Solemnisation Ceremony of Ben Harbinson & Mallari Batlaw @ 14 Coronation Rd West,20261005,20261006,[],"[""[MODEL]AX|Sennheiser|DAD(UHF)|2|Spectera Bidirectional digital antenna"", ""[MODEL]AX|Sennheiser|SEK(UHF)|5|Spectera Bidirectional bodypack"", ""[MODEL]AX|Sennheiser|Spectera Base Station|1|1RU Spectera Base Station"", ""[MODEL]AX|Turbosound|IP1000|6|Powered Column Loudspeaker"", ""[MODEL]AX|MiPro|MR-90|6|Interlink receiver"", ""[MODEL]AX|MiPro|MT-90A|1|Interlink Transmitter""]",[],Planning,[],[],[],events,False
