EventID,Name,StartDate,EndDate,AssetModels,PreparedItems,ReturnedItems,State,ActuallyPrepared,ExtraAssets,Tag,ForceStateOverride
53,Louis Vuitton Event @ MBS,20250917,20250918,[],"[""[MODEL]AX|Turbosound|IP1000|3|Powered Column Loudspeaker"", ""[MODEL]AX|Pioneer|CDJ3000|2|Professional DJ multi player (Black)"", ""[MODEL]AX|Pioneer|DJM-900NXS2|1|4-channel pro-DJ mixer"", ""[MODEL]AX|MiPro|MT-90A|1|Interlink Transmitter"", ""[MODEL]AX|MiPro|MR-90|2|Interlink receiver"", ""[MODEL]AX|Yamaha|DXR10|1|Active 10\"" Speaker""]",[],Planning,[],[],events,False
