EventID,Name,StartDate,EndDate,AssetModels,PreparedItems,ReturnedItems,State,ActuallyPrepared,ExtraAssets,CustomCollected,Tag,ForceStateOverride,Notes
139,Dry Hire: Avery Events,20260518,20260521,[],"[""[MODEL]STG|Global Truss|F34 Corner Block (Silver)|4|Corner Block (silver)"", ""[MODEL]STG|Global Truss|F34 Truss - 0.5m (Silver)|4|0.5m truss (silver)"", ""[CUSTOM]{\""company\"":\""\"",\""department\"":\""STG\"",\""name\"":\""Xingon Aluminium Scaffold\"",\""quantity\"":1,\""type\"":\""MISC\"",\""uid\"":\""714d8dafddb4f5ff\"",\""version\"":2}"", ""[MODEL]VX|Analogue Way|Pulse 2|1|Video Switcher"", ""[CUSTOM]{\""company\"":\""\"",\""department\"":\""LX\"",\""name\"":\""Truss Lifter\"",\""quantity\"":2,\""type\"":\""MISC\"",\""uid\"":\""6daae189ab65b585\"",\""version\"":2}"", ""PULSE2#01""]",[],Ready,"[""[BULK]BULK-0007|4"", ""[BULK]BULK-0006|4"", ""[CUSTOM]{\""company\"":\""\"",\""department\"":\""STG\"",\""name\"":\""Xingon Aluminium Scaffold\"",\""quantity\"":1,\""type\"":\""MISC\"",\""uid\"":\""714d8dafddb4f5ff\"",\""version\"":2}"", ""PULSE2#01"", ""[CUSTOM]{\""company\"":\""\"",\""department\"":\""LX\"",\""name\"":\""Truss Lifter\"",\""quantity\"":2,\""type\"":\""MISC\"",\""uid\"":\""6daae189ab65b585\"",\""version\"":2}""]",[],[],dry hire,False,
