EventID,Name,StartDate,EndDate,AssetModels,PreparedItems,ReturnedItems,State,ActuallyPrepared,ExtraAssets,CustomCollected,Tag,ForceStateOverride,EventLogs,Notes
150,Dry Hire: Avery Events,20260627,20260628,[],"[""[MODEL]AX|Sennheiser|DAD(UHF)|2|Spectera Bidirectional digital antenna"", ""[MODEL]AX|Sennheiser|Spectera Base Station|1|1RU Spectera Base Station"", ""[MODEL]AX|Sennheiser|SEK(UHF)|6|Spectera Bidirectional bodypack"", ""[MODEL]AX|DPA|4099|1|Instrument Microphone""]",[],Planning,[],[],[],dry hire,False,"[{""timestamp"": ""2026/06/22 14:03:32"", ""user"": ""bnjm2000"", ""action"": ""Created event 150: Dry Hire: Avery Events via web interface""}, {""timestamp"": ""2026/06/22 14:03:43"", ""user"": ""bnjm2000"", ""action"": ""Added 2x Sennheiser DAD(UHF) model to event 150 (total: 2)""}, {""timestamp"": ""2026/06/22 14:03:50"", ""user"": ""bnjm2000"", ""action"": ""Added 1x Sennheiser Spectera Base Station model to event 150 (total: 1)""}, {""timestamp"": ""2026/06/22 14:03:50"", ""user"": ""bnjm2000"", ""action"": ""Added 6x Sennheiser SEK(UHF) model to event 150 (total: 6)""}, {""timestamp"": ""2026/06/22 14:04:00"", ""user"": ""bnjm2000"", ""action"": ""Added 1x DPA 4099 model to event 150 (total: 1)""}]",
