EventID,Name,StartDate,EndDate,AssetModels,PreparedItems,ReturnedItems,State,ActuallyPrepared,ExtraAssets,CustomCollected,Tag,ForceStateOverride,Notes
137,ArunDitha Performance @ STPI,20260606,20260606,[],"[""[MODEL]AX|Yamaha|MG12XU|1|12-Channel Analog Mixing Console with FX"", ""[CUSTOM]{\""company\"":\""\"",\""department\"":\""AX\"",\""name\"":\""Mic clip\"",\""quantity\"":1,\""type\"":\""MISC\"",\""uid\"":\""add3a6291dedfaa7\"",\""version\"":2}"", ""[CUSTOM]{\""company\"":\""\"",\""department\"":\""AX\"",\""name\"":\""TS cable\"",\""quantity\"":4,\""type\"":\""MISC\"",\""uid\"":\""52d63534303727f0\"",\""version\"":2}"", ""[MODEL]AX|Radial Engineering|JDI Stereo|1|Passive Direct Box""]",[],Planning,[],[],[],events,False,
