EventID,Name,StartDate,EndDate,AssetModels,PreparedItems,ReturnedItems,State,ActuallyPrepared,ExtraAssets,Tag,ForceStateOverride
76,Toshiba Roadshow @ Suntec Atrium,20251102,20251109,[],"[""[MODEL]AX|EV|EVOLVE 50|2|Portable column system"", ""[MODEL]AX|Shure|ULXD2|3|Handheld Microphone [L50]"", ""[MODEL]AX|DPA|4488|2|Directional Headset, beige"", ""[MODEL]AX|Shure|ULXD1|1|Beltpack [L50]"", ""[MODEL]AX|Apple|IPAD|1|(10th Generation)"", ""[MODEL]AX|Yamaha|QL1|1|Digital Mixer"", ""[MODEL]AX|MiPro|MT-90A|1|Interlink Transmitter""]",[],Planning,[],[],events,False
