EventID,Name,StartDate,EndDate,AssetModels,PreparedItems,ReturnedItems,State,ActuallyPrepared,ExtraAssets,Tag
16,Wedding Lunch Reception of Emily & Fred @ 2E Bishopsgate,20250117,20250118,"[{'model_description': '[AX] Turbosound IP1000 Powered Column Loudspeaker', 'quantity': 4}, {'model_description': '[AX] Apple IPAD (10th Generation)', 'quantity': 1}, {'model_description': '[AX] Shure ULXD2 Handheld Microphone [L50]', 'quantity': 1}, {'model_description': '[AX] Shure ULXD4D Dual Channel Receiver [L50]', 'quantity': 1}, {'model_description': '[AX] Yamaha MG10 10-Channel Analogue Mixer', 'quantity': 1}]","[""MG10#01"", ""IPAD#03"", ""ULXD4D#04"", ""IP1000#01"", ""IP1000#02"", ""IP1000#05"", ""IP1000#06""]","[""MG10#01"", ""IPAD#03"", ""ULXD4D#04"", ""IP1000#01"", ""IP1000#02"", ""IP1000#05"", ""IP1000#06""]",Planning,[],[],events
