EventID,Name,StartDate,EndDate,AssetModels,PreparedItems,ReturnedItems,State,ActuallyPrepared,ExtraAssets,Tag,ForceStateOverride
69,Dry Hire: Avery Events,20251003,20251005,[],[],[],Added,[],[],dry hire,False
