EventID,Name,StartDate,EndDate,AssetModels,PreparedItems,ReturnedItems,State,ActuallyPrepared,ExtraAssets,CustomCollected,Tag,ForceStateOverride,Notes
134,Wedding of Henry & Janet @ Capella,20260529,20260530,"[{'model_description': '[LX] Astera Pixel Brick Batt LED Uplighters', 'quantity': 1}]","[""[MODEL]AX|L-Acoustics|KARAII|12|Long Throw Concert Sound Loudspeaker"", ""[MODEL]AX|L-Acoustics|M-BAR|2|Extension bar for rigging frame"", ""[MODEL]AX|L-Acoustics|M-BUMP|2|Bumper for flying or stacking KARA (II)/SB18"", ""[MODEL]LX|Robe|Robin LEDBeam 350 Wash|16|Wash LED"", ""[MODEL]LX|Ayrton|Diablo (W.DMX)|8|Profile LED"", ""[MODEL]LX|GrandMA3|Compact XT|1|Console"", ""[MODEL]LX|Le Maitre|MVS Hazer|2|Hazer machine"", ""[MODEL]LX|Astera|Pixel Brick|64|Batt LED Uplighters"", ""[MODEL]AX|L-Acoustics|LA12X|4|Amplified controller"", ""[MODEL]AX|Sennheiser|DAD(UHF)|2|Spectera Bidirectional digital antenna"", ""[MODEL]AX|Sennheiser|SEK(UHF)|8|Spectera Bidirectional bodypack"", ""[MODEL]AX|Sennheiser|Spectera Base Station|1|1RU Spectera Base Station"", ""[MODEL]AX|L-Acoustics|P1|1|Digital audio processor and measurement platform: 20x 18 mic/line AES/EBU and AVB. CE version."", ""[MODEL]AX|Netgear|GSM4212P|2|Managed Switch"", ""[MODEL]AX|Yamaha|CL5|1|Digital Mixer"", ""[MODEL]AX|Radial Engineering|JDI Stereo|4|Passive Direct Box"", ""[MODEL]AX|Radial Engineering|J48 Mono|2|Phantom Powered Active Direct Box"", ""[CUSTOM]{\""company\"":\""Avery Events and Entertainment LLP\"",\""department\"":\""LX\"",\""name\"":\""Rosco Braq Cube\"",\""quantity\"":3,\""type\"":\""LOAN\"",\""uid\"":\""a15c438b68dc96a5\"",\""version\"":2}"", ""[MODEL]STG|Global Truss|F34 Truss - 1.5m (Silver)|6|1.5m truss (silver)"", ""[MODEL]STG|Global Truss|F34 Truss - 1m (Silver)|3|1.5m truss (silver)"", ""[MODEL]STG|Global Truss|F34 Corner Block (Silver)|3|Corner Block (silver)"", ""[MODEL]STG|Global Truss|F34 Truss - 0.5m (Silver)|1|0.5m truss (silver)"", ""[MODEL]STG|Custom|605mm Base plate (carpeted)|4|605x605mm heavy-duty base plate c/w black carpet"", ""[CUSTOM]{\""company\"":\""\"",\""department\"":\""LX\"",\""name\"":\""China light\"",\""quantity\"":1,\""type\"":\""MISC\"",\""uid\"":\""68fc13d7ed86bd72\"",\""version\"":2}"", ""[MODEL]AX|Shure|ULXD2|4|Handheld Microphone [L50]"", ""[MODEL]AX|Shure|ULXD4D|2|Dual Channel Receiver [L50]"", ""[CUSTOM]{\""company\"":\""\"",\""department\"":\""AX\"",\""name\"":\""32A 3P Cable - 3m\"",\""quantity\"":1,\""type\"":\""MISC\"",\""uid\"":\""587fcf6753754eca\"",\""version\"":2}"", ""[MODEL]AX|Turbosound|IP1000|4|Powered Column Loudspeaker"", ""[MODEL]AX|MiPro|MR-90|6|Interlink receiver"", ""[MODEL]AX|MiPro|MT-90A|2|Interlink Transmitter"", ""[MODEL]AX|Apple|iPad|1|(10th Generation)"", ""[CUSTOM]{\""company\"":\""\"",\""department\"":\""AX\"",\""name\"":\""TS to Lemo Cable\"",\""quantity\"":2,\""type\"":\""MISC\"",\""uid\"":\""8807b3eb1ec9d3cd\"",\""version\"":2}"", ""[MODEL]AX|L-Acoustics|X8|4|8\"" passive coaxial enclosure"", ""[MODEL]AX|Hollyland|HL-BAT700|16|Solidcom C1 (Pro) Battery"", ""[MODEL]AX|Hollyland|Solidcom C1 Pro Charger|1|8-Slot Battery Charging Case"", ""[MODEL]AX|Hollyland|Solidcom C1 Pro Hub|1|"", ""[MODEL]AX|Hollyland|Solidcom C1 Pro Remote Headset|8|"", ""[MODEL]AX|Hollyland|Solidcom C1 Pro Wired Headset for Hub|1|"", ""[CUSTOM]{\""company\"":\""\"",\""department\"":\""AX\"",\""name\"":\""Socapex Cable - 30m\"",\""quantity\"":1,\""type\"":\""MISC\"",\""uid\"":\""3e9fffef58be6548\"",\""version\"":2}"", ""[CUSTOM]{\""company\"":\""\"",\""department\"":\""AX\"",\""name\"":\""Socapex Cable - 20m\"",\""quantity\"":1,\""type\"":\""MISC\"",\""uid\"":\""7e2f682701cf4d2e\"",\""version\"":2}""]",[],Planning,[],[],[],events,False,
