EventID,Name,StartDate,EndDate,AssetModels,PreparedItems,ReturnedItems,State,ActuallyPrepared,ExtraAssets,Tag,ForceStateOverride
68,Richard Mille F1 Meet & Greet Session @ Richard Mille Boutique,20251001,20251001,[],"[""[MODEL]AX|EV|EVOLVE 50|4|Portable column system""]",[],Planning,[],[],events,False
