EventID,Name,StartDate,EndDate,AssetModels,PreparedItems,ReturnedItems,State,ActuallyPrepared,ExtraAssets,Tag,ForceStateOverride
133,Dry Hire: Variety Communications,20260505,20260508,[],"[""[MODEL]AX|MiPro|MT-90A|2|Interlink Transmitter"", ""[MODEL]AX|MiPro|MR-90|2|Interlink receiver"", ""MR-90A#06"", ""MR-90A#04"", ""MT-90A#03"", ""MT-90A#04"", ""[MODEL]AX|RF Venue|Combine4|1|active transmitter combiner"", ""[MISC]Media Player;5"", ""COMBINE4#01""]",[],Ongoing,"[""MR-90A#06"", ""MR-90A#04"", ""MT-90A#03"", ""MT-90A#04"", ""COMBINE4#01"", ""[MISC]Media Player;5""]",[],dry hire,False
