EventID,Name,StartDate,EndDate,AssetModels,PreparedItems,ReturnedItems,State,ActuallyPrepared,ExtraAssets,Tag,ForceStateOverride
94,Hermes WRTW Rendez-Vous Presentation @ Liat Tower,20260114,20260115,[],"[""[MODEL]AX|L-Acoustics|LA2Xi|1|Amplified controller"", ""[MODEL]AX|Apple|IPAD|1|(10th Generation)"", ""[MODEL]AX|Interspace Industries|PCBB3|1|PC Balance Box"", ""[MODEL]AX|L-Acoustics|ETR5|6|Adjustable U-bracket: 5XT"", ""[MODEL]AX|L-Acoustics|5XT|6|5\"" passive coaxial enclosure, black"", ""IPAD#02"", ""PCBB#10"", ""5XT#01"", ""5XT#02"", ""5XT#03"", ""5XT#04"", ""5XT#05"", ""5XT#06"", ""ETR5#01"", ""ETR5#02"", ""ETR5#03"", ""ETR5#04"", ""ETR5#05"", ""ETR5#06"", ""LA2XI#01"", ""[MODEL]AX|Yamaha|DM3|1|Digital Mixer""]",[],Preparing,"[""IPAD#02"", ""PCBB#10"", ""5XT#01"", ""5XT#02"", ""5XT#03"", ""5XT#04"", ""5XT#05"", ""5XT#06"", ""ETR5#01"", ""ETR5#02"", ""ETR5#03"", ""ETR5#04"", ""ETR5#05"", ""ETR5#06"", ""LA2XI#01""]",[],events,False
