EventID,Name,StartDate,EndDate,AssetModels,PreparedItems,ReturnedItems,State,ActuallyPrepared,ExtraAssets,Tag,ForceStateOverride
73,Dry Hire: Avery Events,20251010,20251010,[],"[""[MODEL]AX|Shure|ULXD4D|2|Dual Channel Receiver [L50]"", ""[MODEL]AX|Shure|ULXD1|3|Beltpack [L50]"", ""[MODEL]AX|Shure|P9T|1|Wireless Transmitter"", ""[MODEL]AX|Shure|P9RA|4|Bodypack Receiver [P7]"", ""[MODEL]AX|Yamaha|DXR12|2|Active 12\"" Speaker"", ""[MISC]8-core XLR - 30m;2"", ""[MODEL]AX|Shure|SE215|3|sound-isolating earphones, black"", ""P9T#05"", ""P9RA#01"", ""P9RA#02"", ""P9RA#03"", ""P9RA#04"", ""ULXD4D#02"", ""ULXD4D#03"", ""DXR12#01""]",[],Preparing,"[""P9T#05"", ""P9RA#01"", ""P9RA#02"", ""P9RA#03"", ""P9RA#04"", ""ULXD4D#02"", ""ULXD4D#03"", ""DXR12#01""]","[""DXR12#01""]",dry hire,False
