EventID,Name,StartDate,EndDate,AssetModels,PreparedItems,ReturnedItems,State,ActuallyPrepared,ExtraAssets,Tag,ForceStateOverride
101,Wedding of Jewel & Maanas @ Fiasco,20260124,20260125,[],"[""[MODEL]AX|Yamaha|DM3|1|Digital Mixer"", ""[MODEL]AX|Shure|ULXD2|2|Handheld Microphone [L50]"", ""[MODEL]AX|Shure|ULXD4D|1|Dual Channel Receiver [L50]"", ""[MODEL]AX|Apple|IPAD|1|(10th Generation)"", ""[MODEL]AX|Interspace Industries|PCBB3|2|PC Balance Box"", ""[MODEL]AX|EV|EVOLVE 50|2|Portable column system"", ""[MODEL]AX|MiPro|MR-90|2|Interlink receiver"", ""[MODEL]AX|MiPro|MT-90A|1|Interlink Transmitter"", ""IPAD#03"", ""EVOLVE50#05"", ""EVOLVE50#06"", ""PCBB#04"", ""PCBB#09"", ""MR-90A#01"", ""MR-90A#04"", ""ULXD4D#04"", ""DM3#02"", ""ULXD2#03"", ""ULXD2#07"", ""MT-90A#02""]",[],Overdue,"[""IPAD#03"", ""EVOLVE50#05"", ""EVOLVE50#06"", ""PCBB#04"", ""PCBB#09"", ""MR-90A#01"", ""MR-90A#04"", ""ULXD4D#04"", ""DM3#02"", ""ULXD2#03"", ""ULXD2#07"", ""MT-90A#02""]","[""MT-90A#02""]",events,False
