EventID,Name,StartDate,EndDate,AssetModels,PreparedItems,ReturnedItems,State,ActuallyPrepared,ExtraAssets,Tag,ForceStateOverride
79,Wedding of Ken and Claudia @ TRCM,20251108,20251109,[],[],[],Added,[],[],events,False
