EventID,Name,StartDate,EndDate,AssetModels,PreparedItems,ReturnedItems,State,ActuallyPrepared,ExtraAssets,Tag,ForceStateOverride
126,Hermes Sorry it was yesterday @ Liat Towers,20260420,20260423,[],"[""[MODEL]AX|Yamaha|QL1|1|Digital Mixer"", ""[MODEL]AX|Sennheiser|Base Station|1|1RU Spectera Base Station"", ""[MODEL]AX|DPA|4099|1|Instrument Microphone"", ""[MODEL]AX|Turbosound|IP1000|6|Powered Column Loudspeaker"", ""[MODEL]AX|MiPro|MT-90A|2|Interlink Transmitter"", ""[MODEL]AX|MiPro|MR-90|4|Interlink receiver"", ""[MODEL]AX|DPA|4488|4|Directional Headset, beige"", ""[MODEL]AX|Apple|IPAD|1|(10th Generation)"", ""[MODEL]AX|Interspace Industries|PCBB3|1|PC Balance Box"", ""[MODEL]LX|Astera|Pixel Brick|24|Batt LED Uplighters"", ""[MODEL]AX|Shure|P9T|1|Wireless Transmitter"", ""[MODEL]AX|RF Venue|Combine4|1|active transmitter combiner"", ""[MODEL]AX|Shure|P9RA|4|Bodypack Receiver [P7]"", ""[MODEL]AX|Shure|P9R|1|Bodypack Receiver [P7]"", ""[MODEL]AX|Shure|ULXD2|1|Handheld Microphone [G52]"", ""PB#25"", ""PB#26"", ""PB#27"", ""PB#28"", ""PB#29"", ""PB#30"", ""PB#31"", ""PB#32"", ""PB#33"", ""PB#34"", ""PB#35"", ""PB#36"", ""PB#37"", ""PB#38"", ""PB#39"", ""PB#40"", ""PB#41"", ""PB#42"", ""PB#43"", ""PB#44"", ""PB#45"", ""PB#46"", ""PB#47"", ""PB#48"", ""4099#16"", ""COMBINE4#01"", ""SBS#01"", ""P9RA#01"", ""P9RA#02"", ""P9RA#03"", ""P9RA#04"", ""P9R#03"", ""P9T#05"", ""SEK#03"", ""SEK#10"", ""SEK#07"", ""SEK#01"", ""[MODEL]AX|Sennheiser|SEK(UHF)|5|Bidirectional bodypack"", ""SEK#04"", ""ULXD1#15"", ""ULXD2#13"", ""ULXD2#15"", ""4488#08"", ""4488#02"", ""4488#06"", ""MR-90A#05"", ""MR-90A#01"", ""MR-90A#02"", ""MR-90A#03"", ""4488#12"", ""IPAD#02"", ""ULXD4D#06"", ""ULXD4D#05"", ""[MODEL]AX|Shure|ULXD4D|2|Dual Channel Receiver [G52]"", ""[MODEL]AX|Sennheiser|DAD(UHF)|1|Bidirectional digital antenna"", ""PCBB#10"", ""DAD#01"", ""QL1#02"", ""IP1000#01"", ""IP1000#02"", ""IP1000#03"", ""IP1000#04"", ""IP1000#07"", ""IP1000#08"", ""MT-90A#03"", ""MT-90A#04"", ""CAMEO#01"", ""[MODEL]LX|Cameo|Unicon Remote Control|1|DMX/RDM Controller"", ""[MODEL]LX|Avolites|Quartz|1|Console"", ""[MODEL]LX|Lumenradio|Aurora|1|Single Universe DMX/RDM transceiver with WiFi and Bluetooth"", ""AURORA#04"", ""QUARTZ#02""]","[""PB#44"", ""PB#32"", ""PB#47"", ""PB#35"", ""PB#34"", ""PB#30"", ""PB#27"", ""PB#40"", ""CAMEO#01"", ""PB#39"", ""PB#25"", ""PB#48"", ""PB#45"", ""PB#33"", ""PB#31"", ""AURORA#04"", ""PB#37"", ""PB#42"", ""PB#26"", ""PB#28"", ""PB#29"", ""PB#36"", ""QUARTZ#02"", ""PB#38"", ""PB#46"", ""PB#41"", ""PB#43""]",Overdue,"[""4099#16"", ""COMBINE4#01"", ""SBS#01"", ""P9RA#01"", ""P9RA#02"", ""P9RA#03"", ""P9RA#04"", ""P9R#03"", ""P9T#05"", ""SEK#03"", ""SEK#10"", ""SEK#07"", ""SEK#01"", ""SEK#04"", ""ULXD1#15"", ""ULXD2#13"", ""ULXD2#15"", ""4488#08"", ""4488#02"", ""4488#06"", ""MR-90A#05"", ""MR-90A#01"", ""MR-90A#02"", ""MR-90A#03"", ""4488#12"", ""IPAD#02"", ""ULXD4D#06"", ""ULXD4D#05"", ""PCBB#10"", ""DAD#01"", ""QL1#02"", ""IP1000#01"", ""IP1000#02"", ""IP1000#03"", ""IP1000#04"", ""IP1000#07"", ""IP1000#08"", ""MT-90A#03"", ""MT-90A#04""]","[""ULXD1#15""]",events,False
