EventID,Name,StartDate,EndDate,AssetModels,PreparedItems,ReturnedItems,State,ActuallyPrepared,ExtraAssets,Tag,ForceStateOverride
48,Dry Hire: TTP,20250908,20250914,[],"[""[MODEL]LX|Lumenradio|Aurora|1|"", ""[MODEL]LX|Ayrton|Diablo (W.DMX)|5|Profile LED"", ""[MISC]16A Cable - 10m;2"", ""[MISC]16A Cable - 3m;5"", ""[MISC]DMX Cable - 10m;2"", ""[MISC]DMX Cable - 3m;5"", ""[MISC]5-3 pin DMX Converter;5"", ""DIABLO#01"", ""DIABLO#02"", ""DIABLO#03"", ""DIABLO#04"", ""DIABLO#11"", ""AURORA#03""]",[],Ready,"[""DIABLO#01"", ""DIABLO#02"", ""DIABLO#03"", ""DIABLO#04"", ""DIABLO#11"", ""AURORA#03"", ""[MISC]DMX Cable - 3m;5"", ""[MISC]DMX Cable - 10m;2"", ""[MISC]5-3 pin DMX Converter;5"", ""[MISC]16A Cable - 3m;5"", ""[MISC]16A Cable - 10m;2""]","[""AURORA#03""]",dry hire,False
