EventID,Name,StartDate,EndDate,AssetModels,PreparedItems,ReturnedItems,State,ActuallyPrepared,ExtraAssets,CustomCollected,Tag,ForceStateOverride
140,Dry Hire: Avery Events,20260515,20260519,[],"[""[CUSTOM]{\""company\"":\""\"",\""department\"":\""AX\"",\""name\"":\""8-core XLR - 20m\"",\""quantity\"":2,\""type\"":\""MISC\"",\""uid\"":\""ab4675322b44f1eb\"",\""version\"":2}"", ""[CUSTOM]{\""company\"":\""\"",\""department\"":\""STG\"",\""name\"":\""300mm Base plate\"",\""quantity\"":6,\""type\"":\""MISC\"",\""uid\"":\""3925b6521e993449\"",\""version\"":2}""]",[],Preparing,"[""[CUSTOM]{\""company\"":\""\"",\""department\"":\""AX\"",\""name\"":\""8-core XLR - 20m\"",\""quantity\"":2,\""type\"":\""MISC\"",\""uid\"":\""ab4675322b44f1eb\"",\""version\"":2}""]",[],[],dry hire,False
