EventID,Name,StartDate,EndDate,AssetModels,PreparedItems,ReturnedItems,State,ActuallyPrepared,ExtraAssets,Tag,ForceStateOverride
58,Dry Hire: Avery Events,20250915,20250916,[],"[""[MODEL]AX|FURMAN|M-10LX E|1|Power Conditioner and distributor"", ""[MODEL]AX|Shure|UA845UWB|1|Antenna and power distributor"", ""[MODEL]AX|Shure|UA874WB|2|Directional Antenna"", ""[MISC]BNC Cable - 3m"", ""[MISC]BNC Cable - 5m"", ""[MISC]8-core XLR cable - 3m"", ""FURMAN#01"", ""UA845UWB#01"", ""UA874WB#01"", ""UA874WB#02"", ""ULXD2#13"", ""ULXD2#15"", ""[MODEL]AX|Shure|ULXD2|6|Handheld Microphone [G52]"", ""[MODEL]AX|Shure|ULXD4Q|2|Quad Channel Receiver [G52]"", ""ULXD2#14"", ""ULXD2#16"", ""ULXD2#17"", ""ULXD2#18"", ""ULXD4Q#02"", ""ULXD4Q#03"", ""[MISC]TruCon to PowerCon;2"", ""[MISC]T-Bar;2""]","[""ULXD2#17"", ""ULXD4Q#02"", ""UA845UWB#01"", ""FURMAN#01"", ""UA874WB#02"", ""ULXD2#16"", ""ULXD2#15"", ""ULXD4Q#03"", ""ULXD2#13"", ""ULXD2#18"", ""UA874WB#01"", ""ULXD2#14""]",Closed,"[""[MISC]8-core XLR cable - 3m"", ""[MISC]BNC Cable - 3m"", ""[MISC]BNC Cable - 5m"", ""[MISC]T-Bar;2"", ""[MISC]TruCon to PowerCon;2""]",[],dry hire,False
