EventID,Name,StartDate,EndDate,AssetModels,PreparedItems,ReturnedItems,State,ActuallyPrepared,ExtraAssets,Tag,ForceStateOverride
116,Wedding of Russell & Cassandra @ Shangri-La Island Ballroom,20260321,20260322,[],"[""[MODEL]AX|L-Acoustics|X12|8|12\"" passive coaxial enclosure"", ""[MODEL]AX|Sennheiser|DAD(UHF)|2|Bidirectional digital antenna"", ""[MODEL]AX|Sennheiser|Base Station|1|1RU Spectera Base Station"", ""[MODEL]AX|Yamaha|QL5|1|Digital Mixer"", ""[MODEL]AX|L-Acoustics|SB18|2|High power compact subwoofer: 1 x 18\"""", ""[MODEL]AX|Shure|ULXD2|6|Handheld Microphone [L50]"", ""[MODEL]AX|Shure|ULXD4Q|1|Quad Channel Receiver [L50]"", ""[MODEL]AX|Shure|ULXD4D|1|Dual Channel Receiver [L50]"", ""[MODEL]AX|Sennheiser|ME36|2|Gooseneck mic"", ""[MODEL]AX|L-Acoustics|LA4X|4|Amplified controller"", ""[MODEL]AX|L-Acoustics|P1|1|Digital audio processor and measurement platform: 20x 18 mic/line AES/EBU and AVB. CE version."", ""[MODEL]VX|Analogue Way|Pulse 2|1|Video Switcher"", ""[MODEL]LX|GrandMA3|Compact XT|1|Console"", ""[MODEL]LX|Ayrton|Diablo Profile|8|Profile LED"", ""[MODEL]LX|Robe|Robin LEDBeam 350 Wash|4|Wash LED"", ""[MODEL]LX|Le Maitre|MVS Hazer|1|Hazer machine"", ""[MODEL]AX|Hollyland|Solidcom C1 (Pro) 8-Slot Battery Charging Case|1|8-Slot Battery Charging Case"", ""[MODEL]AX|Hollyland|Solidcom C1 Pro Hub|1|"", ""[MODEL]AX|Hollyland|Solidcom C1 Pro Remote Headset|8|"", ""[MODEL]AX|Hollyland|Solidcom C1 Pro Wired Headset for Hub|1|"", ""[MODEL]AX|Hollyland|HL-BAT700|16|Solidcom C1 (Pro) Battery"", ""[MODEL]SK|Chain Master|D8|3|1 ton electric chain hoist c/w 18m chain"", ""[MODEL]LX|32A 3-Phase DB|Custom DB|2|"", ""[MODEL]AX|Sennheiser|SEK(UHF)|8|Bidirectional bodypack"", ""[MODEL]AX|DPA|4099|1|Instrument Microphone"", ""[MODEL]AX|DPA|DAD 6001|1|Microdot to 3-Pin XLR Adapter"", ""[MODEL]AX|Netgear|GSM4212P|1|Managed Switch"", ""[MODEL]AX|Radial Engineering|JDI Stereo|2|Passive Direct Box"", ""[MODEL]AX|Radial Engineering|J48 Mono|2|Phantom Powered Active Direct Box"", ""[MODEL]SK|Custom|Chain Hoist Controller|1|Chain Hoist Controller"", ""[MODEL]AX|L-Acoustics|X8|4|8\"" passive coaxial enclosure"", ""[MODEL]AX|L-Acoustics|5XT|2|5\"" passive coaxial enclosure, black"", ""[MODEL]AX|Apple|IPAD|2|(10th Generation)"", ""[MODEL]AX|L-Acoustics|LA2Xi|2|Amplified controller"", ""QL5#01"", ""ULXD4Q#01"", ""ULXD4D#01"", ""ME36#01"", ""ME36#02"", ""DAD#01"", ""DAD#02"", ""SBS#01"", ""LAP1#01"", ""X8#09"", ""X8#10"", ""X8#12"", ""X8#11"", ""X12#16"", ""X12#15"", ""X12#14"", ""X12#13"", ""X12#12"", ""X12#11"", ""X12#10"", ""X12#09"", ""LA4X#01"", ""LA4X#02"", ""LA4X#03"", ""HLBatt#01"", ""HLBatt#03"", ""HLBatt#05"", ""HLBatt#07"", ""HLBatt#09"", ""HLBatt#11"", ""HLBatt#13"", ""HLBatt#15"", ""C1ProCharger#01"", ""C1ProRHS#01"", ""C1ProRHS#03"", ""C1ProRHS#05"", ""C1ProRHS#07"", ""C1ProWHS#01"", ""HLBatt#02"", ""HLBatt#04"", ""HLBatt#06"", ""HLBatt#08"", ""HLBatt#10"", ""HLBatt#12"", ""HLBatt#14"", ""HLBatt#16"", ""C1ProHub#01"", ""C1ProRHS#02"", ""C1ProRHS#04"", ""C1ProRHS#06""]",[],Preparing,"[""QL5#01"", ""ULXD4Q#01"", ""ULXD4D#01"", ""ME36#01"", ""ME36#02"", ""DAD#01"", ""DAD#02"", ""SBS#01"", ""LAP1#01"", ""X8#09"", ""X8#10"", ""X8#12"", ""X8#11"", ""X12#16"", ""X12#15"", ""X12#14"", ""X12#13"", ""X12#12"", ""X12#11"", ""X12#10"", ""X12#09"", ""LA4X#01"", ""LA4X#02"", ""LA4X#03"", ""HLBatt#01"", ""HLBatt#03"", ""HLBatt#05"", ""HLBatt#07"", ""HLBatt#09"", ""HLBatt#11"", ""HLBatt#13"", ""HLBatt#15"", ""C1ProCharger#01"", ""C1ProRHS#01"", ""C1ProRHS#03"", ""C1ProRHS#05"", ""C1ProRHS#07"", ""C1ProWHS#01"", ""HLBatt#02"", ""HLBatt#04"", ""HLBatt#06"", ""HLBatt#08"", ""HLBatt#10"", ""HLBatt#12"", ""HLBatt#14"", ""HLBatt#16"", ""C1ProHub#01"", ""C1ProRHS#02"", ""C1ProRHS#04"", ""C1ProRHS#06""]","[""HLBatt#01"", ""HLBatt#03"", ""HLBatt#05"", ""HLBatt#07"", ""HLBatt#09"", ""HLBatt#11"", ""HLBatt#13"", ""HLBatt#15"", ""C1ProCharger#01"", ""C1ProRHS#01"", ""C1ProRHS#03"", ""C1ProRHS#05"", ""C1ProRHS#07"", ""C1ProWHS#01"", ""HLBatt#02"", ""HLBatt#04"", ""HLBatt#06"", ""HLBatt#08"", ""HLBatt#10"", ""HLBatt#12"", ""HLBatt#14"", ""HLBatt#16"", ""C1ProHub#01"", ""C1ProRHS#02"", ""C1ProRHS#04"", ""C1ProRHS#06""]",events,False
