EventID,Name,StartDate,EndDate,AssetModels,PreparedItems,ReturnedItems,State,ActuallyPrepared,ExtraAssets
7,A Legacy in Bloom (SLMA) @ Jia He Grand Restaurant,20241119,20241119,"[{'model_description': '[AX] L-Acoustics SB18 High power compact subwoofer: 1 x 18""', 'quantity': 2}, {'model_description': '[AX] L-Acoustics X12 12"" passive coaxial enclosure', 'quantity': 4}, {'model_description': '[AX] Shure ULXD4D Dual Channel Receiver [L50]', 'quantity': 3}, {'model_description': '[AX] Shure ULXD4Q Quad Channel Receiver [L50]', 'quantity': 1}, {'model_description': '[AX] Shure ULXD2 Handheld Microphone [L50]', 'quantity': 5}, {'model_description': '[AX] Shure ULXD1 Beltpack [L50]', 'quantity': 5}, {'model_description': '[AX] DPA 4061 Omni Submini Lavalier Microphone', 'quantity': 2}, {'model_description': '[AX] DPA 6061 Omni Submini Lavalier Microphone', 'quantity': 3}, {'model_description': '[AX] Shure P9R Bodypack Receiver [P7]', 'quantity': 3}, {'model_description': '[AX] Shure P9RA Bodypack Receiver [P7]', 'quantity': 2}, {'model_description': '[AX] K&M 21441-000-55 Adapter sleeve ring lock', 'quantity': 2}, {'model_description': '[AX] K&M 21338-000-55 Distance Rod with Hand Crank', 'quantity': 2}, {'model_description': '[AX] Yamaha QL1 Digital Mixer', 'quantity': 1}, {'model_description': '[AX] Shure P9T Wireless Transmitter', 'quantity': 4}, {'model_description': '[AX] Shure PA421A 4-Port Antenna Combiner', 'quantity': 1}]","[""4061#02"", ""4061#01"", ""ULXD4D#03"", ""ULXD4Q#01"", ""6061#01"", ""6061#07"", ""6061#11"", ""P9RA#02"", ""P9RA#01"", ""P9R#03"", ""P9R#02"", ""P9R#01"", ""ULXD1#01"", ""ULXD1#02"", ""ULXD1#03"", ""ULXD1#05"", ""ULXD1#04"", ""ULXD2#07"", ""ULXD2#03"", ""ULXD2#10"", ""ULXD2#09"", ""ULXD2#08"", ""DAD6010#10"", ""ULXD4D#01"", ""ULXD4D#02"", ""X12#03"", ""X12#04"", ""X12#05"", ""X12#06"", ""SB18#01"", ""SB18#02"", ""P9T#01"", ""P9T#02"", ""P9T#03"", ""P9T#04"", ""PA421A#01"", ""QL1#01"", ""K&M ACC #03"", ""K&M ACC #04"", ""K&M ROD #01"", ""K&M ROD #02""]","[""4061#02"", ""4061#01"", ""ULXD4D#03"", ""ULXD4Q#01"", ""6061#01"", ""6061#07"", ""6061#11"", ""P9RA#02"", ""P9RA#01"", ""P9R#03"", ""P9R#02"", ""P9R#01"", ""ULXD1#01"", ""ULXD1#02"", ""ULXD1#03"", ""ULXD1#05"", ""ULXD1#04"", ""ULXD2#07"", ""ULXD2#03"", ""ULXD2#10"", ""ULXD2#09"", ""ULXD2#08"", ""DAD6010#10"", ""ULXD4D#01"", ""ULXD4D#02"", ""X12#03"", ""X12#04"", ""X12#05"", ""X12#06"", ""SB18#01"", ""SB18#02"", ""P9T#01"", ""P9T#02"", ""P9T#03"", ""P9T#04"", ""PA421A#01"", ""QL1#01"", ""K&M ACC #03"", ""K&M ACC #04"", ""K&M ROD #01"", ""K&M ROD #02""]",Closed,[],[]
