EventID,Name,StartDate,EndDate,AssetModels,PreparedItems,ReturnedItems,State,ActuallyPrepared,ExtraAssets,Tag,ForceStateOverride
129,Loewe Farewell Party @ AIR CCC,20260512,20260512,[],"[""[MODEL]AX|EV|EVOLVE 50|4|Portable column system"", ""[MODEL]AX|Turbosound|IP1000|4|Powered Column Loudspeaker"", ""[MODEL]AX|Yamaha|DM3|1|Digital Mixer"", ""[MODEL]AX|Interspace Industries|PCBB3|2|PC Balance Box"", ""[MODEL]AX|MiPro|MR-90|6|Interlink receiver"", ""[MODEL]AX|MiPro|MT-90A|2|Interlink Transmitter"", ""[MODEL]AX|RF Venue|Combine4|1|active transmitter combiner"", ""[MODEL]AX|Shure|HA-8091|1|Passive Domed Helical Antenna""]",[],Planning,[],[],events,False
