EventID,Name,StartDate,EndDate,AssetModels,PreparedItems,ReturnedItems,State,ActuallyPrepared,ExtraAssets,CustomCollected,Tag,ForceStateOverride
141,Wave to Earth Busking Event @ SMU Campus Green,20260601,20260601,[],"[""[MODEL]AX|Shure|SM57|3|dynamic instrument microphone"", ""[MODEL]AX|Sennheiser|DAD(UHF)|1|Spectera Bidirectional digital antenna"", ""[MODEL]AX|Sennheiser|SEK(UHF)|3|Spectera Bidirectional bodypack"", ""[MODEL]AX|Sennheiser|Spectera Base Station|1|1RU Spectera Base Station""]",[],Planning,[],[],[],events,False
