EventID,Name,StartDate,EndDate,AssetModels,PreparedItems,ReturnedItems,State,ActuallyPrepared,ExtraAssets,Tag,ForceStateOverride
110,Louis Vuitton Spring Summer Trunk Show 2026 @ Japanese Garden,20260302,20260306,[],"[""[MODEL]AX|L-Acoustics|X-US1215|6|Short U-bracket for X12 and X15 HiQ"", ""[MODEL]AX|L-Acoustics|X12|6|12\"" passive coaxial enclosure"", ""[MODEL]AX|L-Acoustics|X8|16|8\"" passive coaxial enclosure"", ""[MODEL]AX|Yamaha|QL1|1|Digital Mixer"", ""[MODEL]AX|EV|EVOLVE 50|4|Portable column system"", ""[MODEL]AX|L-Acoustics|Syva|4|5\"" Colinear source"", ""[MODEL]AX|L-Acoustics|Syva Low|4|Bass reflex dual 12\"""", ""[MODEL]AX|L-Acoustics|SB18|6|High power compact subwoofer: 1 x 18\"""", ""[MODEL]AX|L-Acoustics|LA12X|4|Amplified controller"", ""[MODEL]AX|Interspace Industries|PCBB3|3|PC Balance Box"", ""[MODEL]AX|Apple|IPAD|2|(10th Generation)"", ""[MODEL]AX|Yamaha|DM3|1|Digital Mixer"", ""[MODEL]AX|MiPro|MT-90A|1|Interlink Transmitter"", ""[MODEL]AX|MiPro|MR-90|4|Interlink receiver"", ""[MODEL]LX|GrandMA3|Compact XT|1|Console"", ""[MODEL]LX|Astera|Pixel Brick|8|Batt LED Uplighters"", ""[MODEL]AX|L-Acoustics|LA4X|2|Amplified controller"", ""[MODEL]AX|Hollyland|Solidcom C1 (Pro) 8-Slot Battery Charging Case|1|8-Slot Battery Charging Case"", ""[MODEL]AX|Hollyland|Solidcom C1 Pro Hub|1|"", ""[MODEL]AX|Hollyland|Solidcom C1 Pro Remote Headset|8|"", ""[MODEL]AX|Hollyland|Solidcom C1 Pro Wired Headset for Hub|1|"", ""[MODEL]AX|Hollyland|HL-BAT700|16|Solidcom C1 (Pro) Battery"", ""[MODEL]AX|Pioneer|CDJ3000|2|Professional DJ multi player (Black)"", ""[MODEL]AX|Pioneer|DJM-A9|1|4-channel pro-DJ mixer"", ""[MODEL]LX|Avolites|Tiger Touch 2|1|Console"", ""[MODEL]LX|Ayrton|Diablo (W.DMX)|4|Profile LED"", ""[MODEL]LX|Robe|Robin LEDBeam 350 Wash|4|Wash LED"", ""[MODEL]LX|Lumenradio|Aurora|1|Single Universe DMX/RDM transceiver with WiFi and Bluetooth"", ""[MODEL]LX|Le Maitre|MVS Hazer|1|Hazer machine"", ""HLBatt#01"", ""HLBatt#03"", ""HLBatt#05"", ""HLBatt#07"", ""HLBatt#09"", ""HLBatt#11"", ""HLBatt#13"", ""HLBatt#15"", ""C1ProCharger#01"", ""C1ProRHS#01"", ""C1ProRHS#03"", ""C1ProRHS#05"", ""C1ProRHS#07"", ""C1ProWHS#01"", ""HLBatt#02"", ""HLBatt#04"", ""HLBatt#06"", ""HLBatt#08"", ""HLBatt#10"", ""HLBatt#12"", ""HLBatt#14"", ""HLBatt#16"", ""C1ProHub#01"", ""C1ProRHS#02"", ""C1ProRHS#04"", ""C1ProRHS#06"", ""C1ProRHS#08"", ""[MODEL]AX|L-Acoustics|X-US8|5|Short U-bracket for X8"", ""[MODEL]AX|L-Acoustics|X-UL8|10|Long U-bracket for X8"", ""X-US8#01"", ""X-US8#02"", ""X-US8#04"", ""X-US8#05"", ""X-US8#03"", ""X-US1215#02"", ""X-US1215#06"", ""X-US1215#08"", ""X-US1215#03"", ""X-US1215#01"", ""X-US1215#07"", ""X-UL8#12"", ""X-UL8#11"", ""X-UL8#10"", ""X-UL8#09"", ""X-UL8#08"", ""X-UL8#07"", ""X-UL8#06"", ""X-UL8#05"", ""X-UL8#04"", ""X-UL8#03"", ""X-UL8#02"", ""X-UL8#01"", ""SB18#10"", ""SB18#09"", ""EVOLVE50#03"", ""EVOLVE50#04"", ""EVOLVE50#05"", ""EVOLVE50#06"", ""DJMA9#01"", ""CDJ3000#01"", ""CDJ3000#02"", ""DM3#02"", ""SYVA#03"", ""SYVA#04"", ""SYVA#05"", ""SYVA#06"", ""SM58S#01"", ""SM58S#04"", ""IPAD#03"", ""IPAD#02"", ""PCBB#02"", ""PCBB#03"", ""PCBB#05"", ""PCBB#04"", ""X12#07"", ""X12#08"", ""X12#05"", ""X12#06"", ""X12#03"", ""X12#04"", ""LA12X#07"", ""LA4X#09"", ""LA4X#10"", ""LA12X#01"", ""LA12X#02"", ""LA12X#03"", ""SYVALOW#08"", ""SYVALOW#07"", ""SYVALOW#06"", ""SYVALOW#05"", ""X8#01"", ""X8#02"", ""X8#03"", ""X8#04"", ""X8#05"", ""X8#06"", ""X8#07"", ""X8#08"", ""X8#09"", ""X8#10"", ""X8#11"", ""X8#12"", ""X8#13"", ""X8#14"", ""X8#15"", ""X8#16"", ""QL1#02"", ""TIGERTOUCH2#01"", ""COMPACTXT#01"", ""DIABLO#09"", ""DIABLO#10"", ""DIABLO#11"", ""DIABLO#12"", ""MVSHAZER#01"", ""LEDBEAM#24"", ""LEDBEAM#23"", ""LEDBEAM#22"", ""LEDBEAM#21"", ""PB#57"", ""PB#58"", ""PB#59"", ""PB#60"", ""PB#61"", ""PB#62"", ""PB#63"", ""PB#64"", ""SB18#02"", ""SB18#05"", ""SB18#06"", ""[MODEL]LX|Pomelo|Photon Strike M|4|LED MOVING HEAD STROBE 1200W""]",[],Preparing,"[""HLBatt#01"", ""HLBatt#03"", ""HLBatt#05"", ""HLBatt#07"", ""HLBatt#09"", ""HLBatt#11"", ""HLBatt#13"", ""HLBatt#15"", ""C1ProCharger#01"", ""C1ProRHS#01"", ""C1ProRHS#03"", ""C1ProRHS#05"", ""C1ProRHS#07"", ""C1ProWHS#01"", ""HLBatt#02"", ""HLBatt#04"", ""HLBatt#06"", ""HLBatt#08"", ""HLBatt#10"", ""HLBatt#12"", ""HLBatt#14"", ""HLBatt#16"", ""C1ProHub#01"", ""C1ProRHS#02"", ""C1ProRHS#04"", ""C1ProRHS#06"", ""C1ProRHS#08"", ""X-US8#01"", ""X-US8#02"", ""X-US8#04"", ""X-US8#05"", ""X-US8#03"", ""X-US1215#02"", ""X-US1215#06"", ""X-US1215#08"", ""X-US1215#03"", ""X-US1215#01"", ""X-US1215#07"", ""X-UL8#12"", ""X-UL8#11"", ""X-UL8#10"", ""X-UL8#09"", ""X-UL8#08"", ""X-UL8#07"", ""X-UL8#06"", ""X-UL8#05"", ""X-UL8#04"", ""X-UL8#03"", ""X-UL8#02"", ""X-UL8#01"", ""SB18#10"", ""SB18#09"", ""EVOLVE50#03"", ""EVOLVE50#04"", ""EVOLVE50#05"", ""EVOLVE50#06"", ""DJMA9#01"", ""CDJ3000#01"", ""CDJ3000#02"", ""DM3#02"", ""SYVA#03"", ""SYVA#04"", ""SYVA#05"", ""SYVA#06"", ""SM58S#01"", ""SM58S#04"", ""IPAD#03"", ""IPAD#02"", ""PCBB#02"", ""PCBB#03"", ""PCBB#05"", ""PCBB#04"", ""X12#07"", ""X12#08"", ""X12#05"", ""X12#06"", ""X12#03"", ""X12#04"", ""LA12X#07"", ""LA4X#09"", ""LA4X#10"", ""LA12X#01"", ""LA12X#02"", ""LA12X#03"", ""SYVALOW#08"", ""SYVALOW#07"", ""SYVALOW#06"", ""SYVALOW#05"", ""X8#01"", ""X8#02"", ""X8#03"", ""X8#04"", ""X8#05"", ""X8#06"", ""X8#07"", ""X8#08"", ""X8#09"", ""X8#10"", ""X8#11"", ""X8#12"", ""X8#13"", ""X8#14"", ""X8#15"", ""X8#16"", ""QL1#02"", ""TIGERTOUCH2#01"", ""COMPACTXT#01"", ""DIABLO#09"", ""DIABLO#10"", ""DIABLO#11"", ""DIABLO#12"", ""MVSHAZER#01"", ""LEDBEAM#24"", ""LEDBEAM#23"", ""LEDBEAM#22"", ""LEDBEAM#21"", ""PB#57"", ""PB#58"", ""PB#59"", ""PB#60"", ""PB#61"", ""PB#62"", ""PB#63"", ""PB#64"", ""SB18#02"", ""SB18#05"", ""SB18#06""]","[""SM58S#01"", ""SM58S#04""]",events,False
