EventID,Name,StartDate,EndDate,AssetModels,PreparedItems,ReturnedItems,State,ActuallyPrepared,ExtraAssets,Tag,ForceStateOverride
86,Zendesk End of Year Celebration 2025 @ Andaz,20251128,20251128,[],"[""[MODEL]AX|Yamaha|QL1|1|Digital Mixer"", ""[MODEL]AX|L-Acoustics|X12|4|12\"" passive coaxial enclosure"", ""[MODEL]AX|L-Acoustics|SB18|2|High power compact subwoofer: 1 x 18\"""", ""[MODEL]AX|L-Acoustics|LA4X|2|Amplified controller"", ""LA4X#09"", ""LA4X#10"", ""X12#05"", ""X12#06"", ""X12#07"", ""X12#08"", ""PCBB#04"", ""PCBB#13"", ""[MODEL]AX|Shure|ULXD2|1|Handheld Microphone [G52]"", ""[MODEL]AX|Shure|ULXD2|4|Handheld Microphone [L50]"", ""[MODEL]AX|Shure|ULXD4D|2|Dual Channel Receiver [L50]"", ""ULXD2#04"", ""ULXD2#11"", ""ULXD2#07"", ""ULXD2#09"", ""QL1#01"", ""[MODEL]AX|Interspace Industries|PCBB|1|PC Balance Box"", ""[MODEL]AX|Interspace Industries|PCBB3|1|PC Balance Box"", ""[MODEL]AX|Shure|ULXD4D|1|Dual Channel Receiver [G52]"", ""ULXD4D#02"", ""ULXD4D#03""]",[],Overdue,"[""LA4X#09"", ""LA4X#10"", ""X12#05"", ""X12#06"", ""X12#07"", ""X12#08"", ""PCBB#04"", ""PCBB#13"", ""ULXD2#04"", ""ULXD2#11"", ""ULXD2#07"", ""ULXD2#09"", ""QL1#01"", ""ULXD4D#02"", ""ULXD4D#03""]",[],events,False
