EventID,Name,StartDate,EndDate,AssetModels,PreparedItems,ReturnedItems,State,ActuallyPrepared,ExtraAssets,Tag
29,dearGENTLEFOLK @ Restaurant Born,20250711,20250711,[],"[""[MODEL]AX|Turbosound|IP1000|8|Powered Column Loudspeaker"", ""[MODEL]AX|MiPro|MR-90|6|Interlink receiver"", ""[MODEL]AX|MiPro|MT-90A|2|Interlink Transmitter"", ""[MODEL]AX|Shure|PA805SWB|1|Passive Directional Antenna"", ""[MODEL]AX|Shure|ULXD2|2|Handheld Microphone [L50]"", ""[MODEL]AX|Shure|ULXD4D|1|Dual Channel Receiver [L50]"", ""[MODEL]AX|Yamaha|MG10|1|10-Channel Analogue Mixer""]",[],Planning,[],[],events
