EventID,Name,StartDate,EndDate,AssetModels,PreparedItems,ReturnedItems,State,ActuallyPrepared,ExtraAssets,CustomCollected,Tag,ForceStateOverride,Notes
49,Dry Hire: NicheAV,20250917,20250919,[],"[""[MODEL]AX|Yamaha|QL1|1|Digital Mixer"", ""QL1#01""]","[""QL1#01""]",Returning,[],[],[],dry hire,False,
