EventID,Name,StartDate,EndDate,AssetModels,PreparedItems,ReturnedItems,State,ActuallyPrepared,ExtraAssets,Tag
11,SEA Focus,20250107,20250126,"[{'model_description': '[AX] Turbosound IP1000 Powered Column Loudspeaker', 'quantity': 2}, {'model_description': '[AX] Shure ULXD4Q Quad Channel Receiver [L50]', 'quantity': 1}, {'model_description': '[AX] Yamaha DM3 Digital Mixer', 'quantity': 1}, {'model_description': '[AX] Shure ULXD4D Dual Channel Receiver [L50]', 'quantity': 1}]","[""ULXD4D#05"", ""ULXD4Q#02"", ""DM3#01"", ""ULXD4D#03"", ""ULXD4Q#01"", ""PCBB#03"", ""PCBB#09"", ""PCBB#01"", ""IPAD#01"", ""IPAD#03"", ""ULXD2#09"", ""ULXD2#05"", ""ULXD2#06"", ""ULXD2#02"", ""ULXD2#08"", ""ULXD2#14"", ""ULXD2#13"", ""ULXD2#18"", ""ULXD2#16"", ""MT-90A#03"", ""TALENTCELL#08"", ""MR-90A#01"", ""MR-90A#06"", ""MR-90A#02"", ""IP1000#03"", ""IP1000#04"", ""IP1000#07"", ""IP1000#08"", ""MG12XU#02""]","[""IPAD#01"", ""IPAD#03"", ""ULXD4D#05"", ""ULXD4Q#02"", ""DM3#01"", ""ULXD4D#03"", ""ULXD4Q#01"", ""PCBB#03"", ""PCBB#09"", ""PCBB#01"", ""ULXD2#09"", ""ULXD2#05"", ""ULXD2#06"", ""ULXD2#02"", ""ULXD2#08"", ""ULXD2#14"", ""ULXD2#13"", ""ULXD2#18"", ""ULXD2#16"", ""MT-90A#03"", ""TALENTCELL#08"", ""MR-90A#01"", ""MR-90A#06"", ""MR-90A#02"", ""IP1000#03"", ""IP1000#04"", ""IP1000#07"", ""IP1000#08"", ""MG12XU#02""]",Planning,[],[],events
