EventID,Name,StartDate,EndDate,AssetModels,PreparedItems,ReturnedItems,State,ActuallyPrepared,ExtraAssets,CustomCollected,Tag,ForceStateOverride,EventLogs,Notes
139,Dry Hire: Avery Events,20260518,20260521,[],"[""[MODEL]STG|Global Truss|F34 Corner Block (Silver)|4|Corner Block (silver)"", ""[MODEL]STG|Global Truss|F34 Truss - 0.5m (Silver)|4|0.5m truss (silver)"", ""[CUSTOM]{\""company\"":\""\"",\""department\"":\""STG\"",\""name\"":\""Xingon Aluminium Scaffold\"",\""quantity\"":1,\""type\"":\""MISC\"",\""uid\"":\""714d8dafddb4f5ff\"",\""version\"":2}"", ""[MODEL]VX|Analogue Way|Pulse 2|1|Video Switcher"", ""[CUSTOM]{\""company\"":\""\"",\""department\"":\""LX\"",\""name\"":\""Truss Lifter\"",\""quantity\"":2,\""type\"":\""MISC\"",\""uid\"":\""6daae189ab65b585\"",\""version\"":2}"", ""PULSE2#01"", ""[MODEL]AX|Yamaha|DM3|1|Digital Mixer"", ""[CUSTOM]{\""company\"":\""\"",\""department\"":\""LX\"",\""name\"":\""12ch Dimmer\"",\""quantity\"":1,\""type\"":\""MISC\"",\""uid\"":\""05d0a2f4194f21d4\"",\""version\"":2}"", ""DM3#01""]","[""DM3#01"", ""PULSE2#01"", ""[CUSTOM]{\""company\"":\""\"",\""department\"":\""LX\"",\""name\"":\""Truss Lifter\"",\""quantity\"":2,\""type\"":\""MISC\"",\""uid\"":\""6daae189ab65b585\"",\""version\"":2}"", ""[CUSTOM]{\""company\"":\""\"",\""department\"":\""LX\"",\""name\"":\""12ch Dimmer\"",\""quantity\"":1,\""type\"":\""MISC\"",\""uid\"":\""05d0a2f4194f21d4\"",\""version\"":2}"", ""[BULK]BULK-0006|4"", ""[BULK]BULK-0007|4"", ""[CUSTOM]{\""company\"":\""\"",\""department\"":\""STG\"",\""name\"":\""Xingon Aluminium Scaffold\"",\""quantity\"":1,\""type\"":\""MISC\"",\""uid\"":\""714d8dafddb4f5ff\"",\""version\"":2}""]",Returning,"[""[BULK]BULK-0007|4"", ""[BULK]BULK-0006|4"", ""[CUSTOM]{\""company\"":\""\"",\""department\"":\""STG\"",\""name\"":\""Xingon Aluminium Scaffold\"",\""quantity\"":1,\""type\"":\""MISC\"",\""uid\"":\""714d8dafddb4f5ff\"",\""version\"":2}"", ""[CUSTOM]{\""company\"":\""\"",\""department\"":\""LX\"",\""name\"":\""Truss Lifter\"",\""quantity\"":2,\""type\"":\""MISC\"",\""uid\"":\""6daae189ab65b585\"",\""version\"":2}"", ""[CUSTOM]{\""company\"":\""\"",\""department\"":\""LX\"",\""name\"":\""12ch Dimmer\"",\""quantity\"":1,\""type\"":\""MISC\"",\""uid\"":\""05d0a2f4194f21d4\"",\""version\"":2}""]",[],[],dry hire,False,"[{""timestamp"": ""2026/05/19 15:14:46"", ""user"": ""bnjm2000"", ""action"": ""Added 1x Yamaha DM3 model to event 139 (total: 1)""}, {""timestamp"": ""2026/05/19 15:15:05"", ""user"": ""bnjm2000"", ""action"": ""Added MISC custom asset '12ch Dimmer' (1x, dept LX) to event 139""}, {""timestamp"": ""2026/05/19 15:16:46"", ""user"": ""bnjm2000"", ""action"": ""Assigned specific asset DM3#01 to event 139""}, {""timestamp"": ""2026/05/19 16:05:19"", ""user"": ""bnjm2000"", ""action"": ""Prepared custom item 1x 12ch Dimmer for event 139""}, {""timestamp"": ""2026/05/22 18:30:37"", ""user"": ""bnjm2000"", ""action"": ""Returned asset DM3#01 from event 139""}, {""timestamp"": ""2026/05/22 18:30:39"", ""user"": ""bnjm2000"", ""action"": ""Returned asset PULSE2#01 from event 139""}, {""timestamp"": ""2026/05/22 18:30:47"", ""user"": ""bnjm2000"", ""action"": ""Returned all assets for department LX in event 139: 2 items""}, {""timestamp"": ""2026/05/22 18:30:54"", ""user"": ""bnjm2000"", ""action"": ""Returned all assets for department STG in event 139: 3 items""}]",
