EventID,Name,StartDate,EndDate,AssetModels,PreparedItems,ReturnedItems,State,ActuallyPrepared,ExtraAssets,CustomCollected,Tag,ForceStateOverride,EventLogs,Notes
111,Damiani Jewellery Dinner @ Artyzen Hotel,20260307,20260307,[],"[""[MODEL]AX|EV|EVOLVE 50|2|Portable column system"", ""[MODEL]AX|Shure|ULXD4D [L50]|2|Dual Channel Receiver"", ""[MODEL]AX|Yamaha|DM3|1|Digital Mixer"", ""IPAD#01"", ""[MODEL]AX|Interspace Industries|PCBB3|2|PC Balance Box"", ""[MODEL]AX|Shure|ULXD2 [L50]|4|Handheld Microphone"", ""PCBB#06"", ""PCBB#07"", ""ULXD2#02"", ""ULXD2#05"", ""ULXD2#06"", ""ULXD2#08"", ""ULXD4D#03"", ""ULXD4D#02"", ""DM3#01"", ""EVOLVE50#01"", ""EVOLVE50#02"", ""[MODEL]AX|MiPro|MR-90|3|Interlink receiver"", ""[MODEL]AX|MiPro|MT-90A|2|Interlink Transmitter"", ""[MODEL]AX|Apple|iPad|2|(10th Generation)"", ""MT-90A#03"", ""MT-90A#04"", ""IPAD#02"", ""MR-90A#05"", ""MR-90A#01"", ""MR-90A#03"", ""[MODEL]AX|Yamaha|DXR8|1|Active 8\"" Speaker"", ""DXR8#01"", ""[MODEL]AX|Apple|Macbook Pro (A2442)|1|14inch Macbook Pro M1 Pro"", ""MACBOOK#02"", ""[MODEL]AX|RF Venue|Combine4|1|active transmitter combiner"", ""COMBINE4#01""]","[""MR-90A#05"", ""DM3#01"", ""PCBB#06"", ""MT-90A#04"", ""PCBB#07"", ""ULXD2#05"", ""ULXD4D#03"", ""ULXD2#08"", ""MR-90A#01"", ""IPAD#01"", ""ULXD2#02"", ""DXR8#01"", ""IPAD#02"", ""ULXD4D#02"", ""EVOLVE50#01"", ""EVOLVE50#02"", ""MT-90A#03"", ""ULXD2#06"", ""MR-90A#03"", ""MACBOOK#02"", ""COMBINE4#01""]",Returning,[],[],[],events,False,[],
