EventID,Name,StartDate,EndDate,AssetModels,PreparedItems,ReturnedItems,State,ActuallyPrepared,ExtraAssets,Tag,ForceStateOverride
40,Dry Hire: Avery Events,20250809,20250809,[],"[""[MODEL]LX|Pomelo|Photon Strike M|8|LED MOVING HEAD STROBE 1200W"", ""[MODEL]AX|Hollyland|Solidcom C1 Pro|1|8-Slot Battery Charging Case"", ""[MODEL]AX|Hollyland|Solidcom C1 Pro Hub|1|"", ""[MODEL]AX|Hollyland|Solidcom C1 Pro Remote Headset|8|"", ""[MODEL]AX|Hollyland|Solidcom C1 Pro Wired Headset for Hub|1|"", ""[MODEL]AX|Hollyland|HL-BAT700|16|Solidcom C1 (Pro) Battery"", ""[MODEL]AX|Netgear|GSM4212P|2|Managed Switch"", ""[MODEL]LX|Robe|ESPRITE|14|Profile LED"", ""[MISC]Fibre Cables;2"", ""[MODEL]LX|Le Maitre|MVS Hazer|2|Hazer machine"", ""HLBatt#01"", ""C1ProCharger#01"", ""HLBatt#02"", ""HLBatt#03"", ""HLBatt#05"", ""HLBatt#06"", ""HLBatt#04"", ""HLBatt#07"", ""HLBatt#10"", ""HLBatt#09"", ""HLBatt#08"", ""HLBatt#13"", ""HLBatt#12"", ""C1ProHub#01"", ""HLBatt#14"", ""HLBatt#11"", ""HLBatt#15"", ""HLBatt#16"", ""C1ProRHS#01"", ""C1ProRHS#02"", ""C1ProRHS#04"", ""C1ProRHS#05"", ""C1ProRHS#03"", ""C1ProRHS#06"", ""C1ProRHS#08"", ""C1ProRHS#07"", ""C1ProWHS#01"", ""GSM4212P#01"", ""GSM4212P#04"", ""GSM4212P#03"", ""MVSHAZER#02"", ""MVSHAZER#01"", ""STRIKEM#01"", ""STRIKEM#02"", ""STRIKEM#03"", ""STRIKEM#04"", ""STRIKEM#07"", ""STRIKEM#06"", ""STRIKEM#05"", ""STRIKEM#08"", ""[MODEL]LX|GrandMA3|Compact XT|1|Console"", ""COMPACTXT#01""]","[""HLBatt#01"", ""HLBatt#03"", ""C1ProCharger#01"", ""HLBatt#06"", ""HLBatt#05"", ""HLBatt#10"", ""HLBatt#07"", ""HLBatt#02"", ""HLBatt#12"", ""HLBatt#13"", ""HLBatt#08"", ""HLBatt#09"", ""HLBatt#04"", ""HLBatt#11"", ""HLBatt#14"", ""C1ProHub#01"", ""HLBatt#16"", ""C1ProRHS#01"", ""C1ProRHS#02"", ""HLBatt#15"", ""C1ProRHS#08"", ""C1ProRHS#06"", ""C1ProRHS#04"", ""C1ProRHS#07"", ""C1ProRHS#05"", ""C1ProRHS#03"", ""C1ProWHS#01"", ""GSM4212P#03"", ""GSM4212P#04"", ""MVSHAZER#01"", ""MVSHAZER#02"", ""GSM4212P#01"", ""STRIKEM#06"", ""STRIKEM#07"", ""STRIKEM#03"", ""STRIKEM#02"", ""STRIKEM#01"", ""COMPACTXT#01"", ""STRIKEM#05"", ""STRIKEM#04"", ""[MISC]Fibre Cables;2"", ""STRIKEM#08""]",Closed,"[""[MISC]Fibre Cables;2""]",[],dry hire,True
