EventID,Name,StartDate,EndDate,AssetModels,PreparedItems,ReturnedItems,State,ActuallyPrepared,ExtraAssets,Tag,ForceStateOverride
33,Hermes Event @ The Art House,20250721,20250722,[],"[""[MODEL]AX|Shure|ULXD2|2|Handheld Microphone [L50]"", ""[MODEL]AX|Shure|ULXD4D|2|Dual Channel Receiver [L50]"", ""[MODEL]AX|Apple|IPAD|1|(10th Generation)"", ""[MODEL]AX|DPA|4488|2|Directional Headset, beige"", ""[MODEL]AX|Shure|ULXD1|1|Beltpack [L50]"", ""[MODEL]AX|Turbosound|IP1000|2|Powered Column Loudspeaker"", ""[MODEL]LX|Avolites|Quartz|2|Console""]",[],Planning,[],[],events,False
