EventID,Name,StartDate,EndDate,AssetModels,PreparedItems,ReturnedItems,State,ActuallyPrepared,ExtraAssets,CustomCollected,Tag,ForceStateOverride,EventLogs,Notes
136,NSBA Ground Breaking Ceremony @ Temple,20260626,20260628,[],"[""[MODEL]AX|MiPro|MT-90A|1|Interlink Transmitter"", ""[MODEL]VX|Accsoon|Cineview Master 4K RX|1|Wireless SDI/HDMI Receiver"", ""[MODEL]VX|Accsoon|Cineview Master 4K TX|1|Wireless SDI/HDMI Transmitter"", ""[MODEL]VX|Analogue Way|Pulse 2|1|Video Switcher"", ""[MODEL]VX|Lenovo|Legion 5 Pro|2|16inch Windows Laptop"", ""[MODEL]AX|Yamaha|DM3|1|Digital Mixer"", ""[MODEL]AX|Shure|ULXD2 [L50]|2|Handheld Microphone"", ""[MODEL]AX|Shure|ULXD4D [L50]|1|Dual Channel Receiver"", ""[MODEL]AX|EV|EVOLVE 50|4|Portable column system"", ""[MODEL]AX|MiPro|MR-90|4|Interlink receiver""]",[],Planning,[],[],[],events,False,"[{""timestamp"": ""2026/06/22 10:29:04"", ""user"": ""cterence"", ""action"": ""Removed Yamaha DXR10 model from event 136""}, {""timestamp"": ""2026/06/22 10:44:58"", ""user"": ""cterence"", ""action"": ""Assigned specific asset MR-90A#02 to event 136""}, {""timestamp"": ""2026/06/22 10:45:07"", ""user"": ""cterence"", ""action"": ""Assigned specific asset MR-90A#01 to event 136""}, {""timestamp"": ""2026/06/22 10:45:56"", ""user"": ""cterence"", ""action"": ""Completely removed asset MR-90A#01 from event 136""}, {""timestamp"": ""2026/06/22 10:46:03"", ""user"": ""cterence"", ""action"": ""Completely removed asset MR-90A#02 from event 136""}, {""timestamp"": ""2026/06/22 10:57:58"", ""user"": ""cterence"", ""action"": ""Added 4x EV EVOLVE 50 model to event 136 (total: 4)""}, {""timestamp"": ""2026/06/22 10:58:26"", ""user"": ""cterence"", ""action"": ""Removed MiPro MR-90 model from event 136""}, {""timestamp"": ""2026/06/22 10:58:27"", ""user"": ""cterence"", ""action"": ""Added 4x MiPro MR-90 model to event 136 (total: 4)""}]",
