EventID,Name,StartDate,EndDate,AssetModels,PreparedItems,ReturnedItems,State,ActuallyPrepared,ExtraAssets,Tag
30,Dry-hire: THH,20250712,20250712,[],"[""[MISC]24\"" silver base plate;4""]",[],Planning,[],[],dry hire
