EventID,Name,StartDate,EndDate,AssetModels,PreparedItems,ReturnedItems,State,ActuallyPrepared,ExtraAssets,Tag,ForceStateOverride
45,Kara Training @ Concept Systems,20250819,20250820,[],"[""[MODEL]AX|L-Acoustics|M-BUMP|2|Bumper for flying or stacking KARA (II)/SB18"", ""[MODEL]AX|L-Acoustics|KARAII|6|Long Throw Concert Sound Loudspeaker"", ""[MODEL]AX|L-Acoustics|LA12X|3|Amplified controller"", ""[MODEL]AX|L-Acoustics|SB18|2|High power compact subwoofer: 1 x 18\"""", ""[MODEL]AX|L-Acoustics|M-BAR|2|Extension bar for rigging frame"", ""LA12X#01"", ""LA12X#03"", ""LA12X#02"", ""KARAII#07"", ""KARAII#08"", ""KARAII#09"", ""KARAII#10"", ""KARAII#12"", ""KARAII#11"", ""SB18#09"", ""SB18#10"", ""SB18#11"", ""SB18#12""]","[""LA12X#01"", ""LA12X#03"", ""LA12X#02"", ""KARAII#07"", ""KARAII#08"", ""KARAII#10"", ""KARAII#09"", ""KARAII#11"", ""KARAII#12"", ""SB18#09"", ""SB18#10"", ""SB18#11"", ""SB18#12""]",Closed,[],[],events,True
