EventID,Name,StartDate,EndDate,AssetModels,PreparedItems,ReturnedItems,State,ActuallyPrepared,ExtraAssets,CustomCollected,Tag,ForceStateOverride
80,Wedding of Andrew & Nicolette @ TRCM,20251115,20251116,[],"[""[MODEL]LX|Ayrton|Diablo (W.DMX)|8|Profile LED"", ""[MODEL]LX|Robe|Robin LEDBeam 350 Wash|8|Wash LED"", ""[MODEL]AX|L-Acoustics|X-US1215|2|Short U-bracket for X12 and X15 HiQ"", ""[MODEL]AX|L-Acoustics|X12|8|12\"" passive coaxial enclosure"", ""[MODEL]AX|L-Acoustics|SB18|4|High power compact subwoofer: 1 x 18\"""", ""[MODEL]AX|L-Acoustics|X8|12|8\"" passive coaxial enclosure"", ""[MODEL]AX|Yamaha|CL5|1|Digital Mixer"", ""[MODEL]AX|Yamaha|QL5|1|Digital Mixer"", ""[MODEL]AX|L-Acoustics|P1|1|Digital audio processor and measurement platform: 20x 18 mic/line AES/EBU and AVB. CE version."", ""[MODEL]AX|L-Acoustics|LA4X|6|Amplified controller"", ""[MODEL]AX|Shure|AD3|2|Plug-on Transmitter"", ""LA4X#01"", ""LA4X#02"", ""LA4X#03"", ""LA4X#10"", ""LA4X#09"", ""DIABLO#01"", ""DIABLO#02"", ""DIABLO#03"", ""DIABLO#04"", ""DIABLO#09"", ""DIABLO#10"", ""DIABLO#11"", ""DIABLO#12"", ""CL5#01"", ""QL5#01"", ""[MODEL]AX|Sennheiser|ME36|2|Gooseneck mic"", ""LAP1#01"", ""ME36#01"", ""ME36#02"", ""[MODEL]AX|Sennheiser|Spectera Base Station|1|1RU Spectera Base Station"", ""[MODEL]AX|Sennheiser|SEK(UHF)|4|Spectera Bidirectional bodypack"", ""[MODEL]AX|Sennheiser|DAD(UHF)|2|Spectera Bidirectional digital antenna"", ""SBS#01"", ""DAD#01"", ""DAD#02"", ""[MODEL]AX|Hollyland|Solidcom C1 Pro Charger|1|8-Slot Battery Charging Case"", ""[MODEL]AX|Hollyland|Solidcom C1 Pro Hub|1|"", ""[MODEL]AX|Hollyland|Solidcom C1 Pro Remote Headset|8|"", ""[MODEL]AX|Hollyland|Solidcom C1 Pro Wired Headset for Hub|1|"", ""[MODEL]AX|Hollyland|HL-BAT700|16|Solidcom C1 (Pro) Battery"", ""[MODEL]AX|Shure|AD4Q|4|Four-Channel Digital Wireless Receiver"", ""[MODEL]AX|Shure|AD1|16|Beltpack [G56]"", ""[MODEL]AX|Shure|AD2|16|Handheld Microphone [G56]"", ""C1ProWHS#01"", ""C1ProRHS#01"", ""C1ProRHS#02"", ""C1ProRHS#03"", ""C1ProRHS#04"", ""C1ProRHS#05"", ""C1ProRHS#06"", ""C1ProRHS#07"", ""C1ProRHS#08"", ""C1ProHub#01"", ""C1ProCharger#01"", ""HLBatt#01"", ""HLBatt#02"", ""HLBatt#03"", ""HLBatt#04"", ""HLBatt#05"", ""HLBatt#06"", ""HLBatt#07"", ""HLBatt#08"", ""HLBatt#09"", ""HLBatt#10"", ""HLBatt#11"", ""HLBatt#12"", ""HLBatt#13"", ""HLBatt#14"", ""HLBatt#15"", ""HLBatt#16""]","[""HLBatt#07"", ""ME36#01"", ""HLBatt#01"", ""C1ProRHS#02"", ""C1ProRHS#06"", ""HLBatt#02"", ""HLBatt#08"", ""LAP1#01"", ""SBS#01"", ""DAD#02"", ""CL5#01"", ""C1ProRHS#01"", ""HLBatt#10"", ""C1ProHub#01"", ""HLBatt#16"", ""LA4X#09"", ""C1ProRHS#07"", ""HLBatt#03"", ""QL5#01"", ""C1ProCharger#01"", ""HLBatt#15"", ""HLBatt#09"", ""LA4X#10"", ""C1ProWHS#01"", ""HLBatt#13"", ""DAD#01"", ""LA4X#02"", ""C1ProRHS#04"", ""C1ProRHS#03"", ""C1ProRHS#05"", ""HLBatt#11"", ""HLBatt#12"", ""LA4X#01"", ""LA4X#03"", ""HLBatt#05"", ""HLBatt#04"", ""HLBatt#06"", ""C1ProRHS#08"", ""ME36#02"", ""HLBatt#14"", ""DIABLO#02"", ""DIABLO#03"", ""DIABLO#10"", ""DIABLO#12"", ""DIABLO#11"", ""DIABLO#09"", ""DIABLO#01"", ""DIABLO#04""]",Closed,[],[],[],events,True
