EventID,Name,StartDate,EndDate,AssetModels,PreparedItems,ReturnedItems,State,ActuallyPrepared,ExtraAssets,CustomCollected,Tag,ForceStateOverride
38,Tempest & Tranquility @ Drama Centre Blackbox,20250812,20250816,[],"[""[MODEL]LX|Ayrton|Diablo Profile|4|Profile LED"", ""[MODEL]LX|Robe|ESPRITE|4|Profile LED"", ""[MODEL]AX|Shure|ULXD2 [L50]|2|Handheld Microphone"", ""[MODEL]AX|DPA|4466 (beige)|4|Omnidirectional Headset"", ""[MODEL]AX|DPA|4099|1|Instrument Microphone"", ""[MODEL]AX|DPA|DAD 6001|1|Microdot to 3-Pin XLR Adapter"", ""[MODEL]AX|Shure|ULXD4Q [L50]|1|Quad Channel Receiver"", ""[MODEL]AX|DPA|DAD 6010|9|MicroDot to TA4F Adapter"", ""[MODEL]AX|DPA|6061 (beige)|2|Omni Submini Lavalier Microphone"", ""[MODEL]AX|DPA|4061|1|Omni Submini Lavalier Microphone"", ""[MODEL]AX|Sennheiser|MKE2 (black)|2|Lavalier microphone"", ""4061#02"", ""6061#04"", ""6061#12"", ""MKE2#02"", ""MKE2#01"", ""P9T#01"", ""P9T#02"", ""P9T#03"", ""P9T#04"", ""ULXD1#01"", ""ULXD1#04"", ""ULXD1#08"", ""ULXD1#09"", ""ULXD1#10"", ""ULXD1#11"", ""ULXD1#19"", ""ULXD2#01"", ""ULXD2#03"", ""ULXD2#12"", ""[MODEL]AX|Shure|P9RA|3|Bodypack Receiver [P7]"", ""[MODEL]AX|Shure|P9T|4|Wireless Transmitter"", ""[MODEL]AX|Shure|ULXD1 [L50]|7|Beltpack"", ""[MODEL]AX|Shure|ULXD4D [L50]|2|Dual Channel Receiver"", ""[MODEL]AX|Yamaha|Rio3224-d2|1|High Performance I/O Rack"", ""[MODEL]AX|Behringher|P1|5|Wired IEM beltpack"", ""RIO3224-D2 #01"", ""P1#01"", ""P1#02"", ""P1#03"", ""P1#06"", ""P1#07"", ""DIABLO#17"", ""DIABLO#18"", ""DIABLO#19"", ""DIABLO#20""]","[""4061#02"", ""6061#04"", ""6061#12"", ""MKE2#01"", ""MKE2#02"", ""P9T#01"", ""P9T#03"", ""P9T#02"", ""P9T#04"", ""ULXD1#01"", ""ULXD1#04"", ""ULXD1#08"", ""ULXD1#09"", ""ULXD1#10"", ""ULXD1#11"", ""ULXD1#19"", ""ULXD2#01"", ""ULXD2#03"", ""ULXD2#12"", ""RIO3224-D2 #01"", ""P1#01"", ""P1#02"", ""P1#03"", ""P1#06"", ""P1#07"", ""DIABLO#17"", ""DIABLO#18"", ""DIABLO#19"", ""DIABLO#20""]",Closed,[],[],[],events,True
