EventID,Name,StartDate,EndDate,AssetModels,PreparedItems,ReturnedItems,State
1,Franck Muller x Cortina High Jewelry Dinner @ Quenino,20241114,20241114,"[{'model_description': '[AX] Turbosound IP1000 Powered Column Loudspeaker', 'quantity': 4}, {'model_description': '[AX] Shure P9T Wireless Transmitter', 'quantity': 2}, {'model_description': '[AX] Yamaha DM3 Digital Mixer', 'quantity': 1}, {'model_description': '[AX] Apple IPAD (10th Generation)', 'quantity': 1}, {'model_description': '[AX] MiPro MT-90A Interlink Transmitter', 'quantity': 2}, {'model_description': '[AX] MiPro MR-90 Interlink receiver', 'quantity': 3}, {'model_description': '[AX] Shure P9RA Bodypack Receiver [P7]', 'quantity': 3}]","[""P9T#01"", ""P9T#02"", ""P9T#03"", ""P9T#04"", ""PA421A#01"", ""IP1000#01"", ""IP1000#02"", ""IP1000#03"", ""IP1000#04"", ""MR-90A#01"", ""MR-90A#02"", ""MR-90A#03"", ""MR-90A#04"", ""MR-90A#05"", ""MR-90A#06"", ""MT-90A#01"", ""MT-90A#02"", ""MT-90A#03"", ""MT-90A#04""]","[""IP1000#01"", ""P9T#01"", ""P9T#02"", ""P9T#03"", ""P9T#04"", ""PA421A#01"", ""IP1000#02"", ""IP1000#03"", ""IP1000#04"", ""MR-90A#01"", ""MR-90A#02"", ""MR-90A#03"", ""MR-90A#04"", ""MR-90A#05"", ""MR-90A#06"", ""MT-90A#01"", ""MT-90A#02"", ""MT-90A#03"", ""MT-90A#04""]",Closed
