EventID,Name,StartDate,EndDate,AssetModels,PreparedItems,ReturnedItems,State
14,Institutum @ Edition Hotel,20250115,20250115,"[{'model_description': '[AX] Ultimate Support TS-100B Air-powered speaker stand', 'quantity': 4}, {'model_description': '[AX] Shure ULXD4D Dual Channel Receiver [L50]', 'quantity': 1}, {'model_description': '[AX] Shure ULXD2 Handheld Microphone [L50]', 'quantity': 2}, {'model_description': '[AX] L-Acoustics SB18 High power compact subwoofer: 1 x 18""', 'quantity': 2}, {'model_description': '[AX] L-Acoustics X12 12"" passive coaxial enclosure', 'quantity': 4}]","[""X12#09"", ""X12#10"", ""X12#11"", ""X12#12"", ""UE STAND #04"", ""UE STAND #03"", ""UE STAND #01"", ""UE STAND #06"", ""LA4X#08"", ""QL1#02"", ""ULXD4D#04"", ""ULXD2#11"", ""ULXD2#03"", ""PCBB#05"", ""PCBB#02"", ""IPAD#01"", ""IPAD#03"", ""QUARTZ#01"", ""AURORA#02"", ""DIABLOTC#01"", ""DIABLOTC#02"", ""DIABLOTC#03"", ""DIABLOTC#04"", ""SB18#01"", ""SB18#02"", ""PB#57"", ""PB#58"", ""PB#59"", ""PB#60"", ""PB#61"", ""PB#62"", ""PB#63"", ""PB#64"", ""PB#49"", ""PB#50"", ""PB#51"", ""PB#52"", ""PB#53"", ""PB#54"", ""PB#55"", ""PB#56""]","[""IPAD#01"", ""IPAD#03"", ""X12#09"", ""X12#10"", ""X12#11"", ""X12#12"", ""UE STAND #04"", ""UE STAND #03"", ""UE STAND #01"", ""UE STAND #06"", ""LA4X#08"", ""QL1#02"", ""ULXD4D#04"", ""ULXD2#11"", ""ULXD2#03"", ""PCBB#05"", ""PCBB#02"", ""QUARTZ#01"", ""AURORA#02"", ""DIABLOTC#01"", ""DIABLOTC#02"", ""DIABLOTC#03"", ""DIABLOTC#04"", ""SB18#01"", ""SB18#02"", ""PB#57"", ""PB#58"", ""PB#59"", ""PB#60"", ""PB#61"", ""PB#62"", ""PB#63"", ""PB#64"", ""PB#49"", ""PB#50"", ""PB#51"", ""PB#52"", ""PB#53"", ""PB#54"", ""PB#55"", ""PB#56""]",Closed
