EventID,Name,StartDate,EndDate,AssetModels,PreparedItems,ReturnedItems,State,ActuallyPrepared,ExtraAssets,CustomCollected,Tag,ForceStateOverride,Notes
47,Louis Vuitton Event @ Ngee Ann City,20250904,20250905,[],"[""[MODEL]AX|Turbosound|IP1000|5|Powered Column Loudspeaker"", ""[MODEL]AX|MiPro|MR-90|6|Interlink receiver"", ""[MODEL]AX|MiPro|MT-90A|1|Interlink Transmitter"", ""[MODEL]AX|Pioneer|DJM-900NXS2|1|4-channel pro-DJ mixer"", ""[MODEL]AX|Pioneer|CDJ3000|2|Professional DJ multi player (Black)"", ""[MODEL]AX|Yamaha|DXR10|2|Active 10\"" Speaker"", ""MR-90A#01"", ""MR-90A#03"", ""MR-90A#02"", ""MR-90A#04"", ""MR-90A#05"", ""MR-90A#06"", ""CDJ3000#01"", ""CDJ3000#02"", ""DJM900NXS2#01"", ""IP1000#01"", ""IP1000#02"", ""IP1000#03"", ""IP1000#04"", ""IP1000#05"", ""IP1000#06"", ""DXR10#01"", ""DXR10#02""]","[""MR-90A#01"", ""MR-90A#03"", ""MR-90A#02"", ""MR-90A#04"", ""MR-90A#05"", ""MR-90A#06"", ""CDJ3000#01"", ""CDJ3000#02"", ""DJM900NXS2#01"", ""IP1000#01"", ""IP1000#02"", ""IP1000#03"", ""IP1000#04"", ""IP1000#05"", ""IP1000#06"", ""DXR10#01"", ""DXR10#02""]",Returning,[],[],[],events,False,
