EventID,Name,StartDate,EndDate,AssetModels,PreparedItems,ReturnedItems,State,ActuallyPrepared,ExtraAssets,Tag
19,SEA Focus Talk @ Tanjong Pagar Distripark,20250124,20250124,[],[],[],Added,[],[],events
