EventID,Name,StartDate,EndDate,AssetModels,PreparedItems,ReturnedItems,State,ActuallyPrepared,ExtraAssets,Tag,ForceStateOverride
126,Hermes Dinner @ Liat Towers,20260422,20260423,[],"[""[MODEL]AX|Yamaha|QL1|1|Digital Mixer"", ""[MODEL]AX|Shure|ULXD2|2|Handheld Microphone [L50]"", ""[MODEL]AX|Shure|ULXD4D|1|Dual Channel Receiver [L50]"", ""[MODEL]AX|Sennheiser|Base Station|1|1RU Spectera Base Station"", ""[MODEL]AX|Sennheiser|DAD(UHF)|2|Bidirectional digital antenna"", ""[MODEL]AX|DPA|4099|1|Instrument Microphone"", ""[MODEL]AX|Turbosound|IP1000|6|Powered Column Loudspeaker"", ""[MODEL]AX|MiPro|MT-90A|2|Interlink Transmitter"", ""[MODEL]AX|MiPro|MR-90|4|Interlink receiver"", ""[MODEL]AX|DPA|4488|4|Directional Headset, beige"", ""[MODEL]AX|Apple|IPAD|1|(10th Generation)"", ""[MODEL]AX|Interspace Industries|PCBB3|1|PC Balance Box"", ""[MODEL]LX|Astera|Pixel Brick|24|Batt LED Uplighters""]",[],Planning,[],[],events,False
