EventID,Name,StartDate,EndDate,AssetModels,PreparedItems,ReturnedItems,State,ActuallyPrepared,ExtraAssets,CustomCollected,Tag,ForceStateOverride,EventLogs,Notes
148,Louis Vuitton Event @ Ngee Ann City,20260618,20260618,[],"[""[MODEL]AX|Turbosound|IP1000|2|Powered Column Loudspeaker"", ""[MODEL]AX|Shure|ULXD2 [L50]|2|Handheld Microphone"", ""[MODEL]AX|Shure|ULXD4D [L50]|1|Dual Channel Receiver""]",[],Closed,[],[],[],events,True,"[{""timestamp"": ""2026/06/22 13:58:55"", ""user"": ""bnjm2000"", ""action"": ""Created event 148:  Louis Vuitton Event @ Ngee Ann City via web interface""}, {""timestamp"": ""2026/06/22 13:59:05"", ""user"": ""bnjm2000"", ""action"": ""Added 2x Turbosound IP1000 model to event 148 (total: 2)""}, {""timestamp"": ""2026/06/22 14:01:47"", ""user"": ""bnjm2000"", ""action"": ""Added 2x Shure ULXD2 [L50] model to event 148 (total: 2)""}, {""timestamp"": ""2026/06/22 14:01:51"", ""user"": ""bnjm2000"", ""action"": ""Added 1x Shure ULXD4D [L50] model to event 148 (total: 1)""}]",
