EventID,Name,StartDate,EndDate,AssetModels,PreparedItems,ReturnedItems,State,ActuallyPrepared,ExtraAssets,Tag,ForceStateOverride
92,Wedding of Sabir & Daniele @ The Clifford Pier,20251119,20251120,[],[],[],Added,[],[],events,False
