EventID,Name,StartDate,EndDate,AssetModels,PreparedItems,ReturnedItems,State,ActuallyPrepared,ExtraAssets,Tag,ForceStateOverride
51,Dry Hire: NicheAV,20250919,20250921,[],"[""[MODEL]AX|Yamaha|QL5|1|Digital Mixer"", ""QL5#01""]",[],Ready,"[""QL5#01""]","[""QL5#01""]",dry hire,False
