AssetID,Brand,ModelNumber,SerialNumber,Description,DateOfPurchase,DateAdded,DateModified,ChangeHistory,IsMissing,IsOOC,IsDegraded,IsDisposed,IsBulk,Quantity,MaintenanceLogs,DepartmentCode,DefaultLocation,CurrentLocation
AIRAY90#80,Coda,AiRay 90,0043089,"compact dual 12”, 3-way line array",,2026-06-25T00:00:00,,,False,False,True,False,False,1,"[{""id"":""6e3ad6f5a4b00d7dee6d0771"",""date"":""2026/01/01"",""user"":""emily"",""description"":""NL4 Loop Out Buang"",""type"":""Fault"",""cost"":"""",""changes"":[{""kind"":""degraded"",""action"":""marked""}],""source"":{}}]",AX,Store,
AIRAY90#81,Coda,AiRay 90,0043034,"compact dual 12”, 3-way line array",,2026-06-25T00:00:00,,,False,False,False,True,False,1,"[{""id"":""705722b7eda29cae4f0dffe2"",""date"":""2025/01/21"",""user"":""emily"",""description"":""SOLD"",""type"":""General"",""cost"":"""",""changes"":[{""kind"":""decommissioned"",""action"":""marked""}],""source"":{}}]",AX,Store,
AIRAY90#82,Coda,AiRay 90,0044926,"compact dual 12”, 3-way line array",,2026-06-25T00:00:00,,,False,False,False,True,False,1,"[{""id"":""63ee45f5b3fdd8c656cefe59"",""date"":""2025/01/21"",""user"":""emily"",""description"":""SOLD"",""type"":""General"",""cost"":"""",""changes"":[{""kind"":""decommissioned"",""action"":""marked""}],""source"":{}}]",AX,Store,
AIRAY90#83,Coda,AiRay 90,0045030,"compact dual 12”, 3-way line array",,2026-06-25T00:00:00,,,False,False,False,True,False,1,"[{""id"":""142af2f67043dbe1578bc840"",""date"":""2025/01/21"",""user"":""emily"",""description"":""SOLD"",""type"":""General"",""cost"":"""",""changes"":[{""kind"":""decommissioned"",""action"":""marked""}],""source"":{}}]",AX,Store,
AIRAY90#84,Coda,AiRay 90,0045017,"compact dual 12”, 3-way line array",,2026-06-25T00:00:00,,,False,False,False,True,False,1,"[{""id"":""de4c93e5c8376570c1df2a33"",""date"":""2025/01/21"",""user"":""emily"",""description"":""SOLD"",""type"":""General"",""cost"":"""",""changes"":[{""kind"":""decommissioned"",""action"":""marked""}],""source"":{}}]",AX,Store,
AIRAY90#85,Coda,AiRay 90,0045044,"compact dual 12”, 3-way line array",,2026-06-25T00:00:00,,,False,False,False,True,False,1,"[{""id"":""e25700ecaf147434734978cf"",""date"":""2025/01/21"",""user"":""emily"",""description"":""SOLD"",""type"":""General"",""cost"":"""",""changes"":[{""kind"":""decommissioned"",""action"":""marked""}],""source"":{}}]",AX,Store,
AIRAY90#86,Coda,AiRay 90,0044983,"compact dual 12”, 3-way line array",,2026-06-25T00:00:00,,,False,False,False,True,False,1,"[{""id"":""317e044b174a0dfd1aeb5638"",""date"":""2025/01/21"",""user"":""emily"",""description"":""SOLD"",""type"":""General"",""cost"":"""",""changes"":[{""kind"":""decommissioned"",""action"":""marked""}],""source"":{}}]",AX,Store,
AIRAY90#87,Coda,AiRay 90,0045060,"compact dual 12”, 3-way line array",,2026-06-25T00:00:00,,,False,False,False,True,False,1,"[{""id"":""dbd550b676eb9b8f03e94da0"",""date"":""2025/01/21"",""user"":""emily"",""description"":""SOLD"",""type"":""General"",""cost"":"""",""changes"":[{""kind"":""decommissioned"",""action"":""marked""}],""source"":{}}]",AX,Store,
AIRAY90#88,Coda,AiRay 90,0044828,"compact dual 12”, 3-way line array",,2026-06-25T00:00:00,,,False,False,False,True,False,1,"[{""id"":""63ec9f8a1f6c0d2b6f9386e5"",""date"":""2025/01/21"",""user"":""emily"",""description"":""SOLD"",""type"":""General"",""cost"":"""",""changes"":[{""kind"":""decommissioned"",""action"":""marked""}],""source"":{}}]",AX,Store,
AIRAY90#89,Coda,AiRay 90,0045028,"compact dual 12”, 3-way line array",,2026-06-25T00:00:00,,,False,False,False,True,False,1,"[{""id"":""ce0a81af86302f4f1cbb21ce"",""date"":""2025/01/21"",""user"":""emily"",""description"":""SOLD"",""type"":""General"",""cost"":"""",""changes"":[{""kind"":""decommissioned"",""action"":""marked""}],""source"":{}}]",AX,Store,
AIRAY90#90,Coda,AiRay 90,0044996,"compact dual 12”, 3-way line array",,2026-06-25T00:00:00,,,False,False,False,True,False,1,"[{""id"":""14608d5d2da1f384214d1ba0"",""date"":""2025/01/21"",""user"":""emily"",""description"":""SOLD"",""type"":""General"",""cost"":"""",""changes"":[{""kind"":""decommissioned"",""action"":""marked""}],""source"":{}}]",AX,Store,
AIRAY90#91,Coda,AiRay 90,0044997,"compact dual 12”, 3-way line array",,2026-06-25T00:00:00,,,False,False,False,True,False,1,"[{""id"":""b2e899de5ab88c7d84714014"",""date"":""2025/01/21"",""user"":""emily"",""description"":""SOLD"",""type"":""General"",""cost"":"""",""changes"":[{""kind"":""decommissioned"",""action"":""marked""}],""source"":{}}]",AX,Store,
AIRAY90#92,Coda,AiRay 90,0043078,"compact dual 12”, 3-way line array",,2026-06-25T00:00:00,,,False,False,False,True,False,1,"[{""id"":""a6f3ab6589b1d250d264fa3f"",""date"":""2025/01/21"",""user"":""emily"",""description"":""SOLD"",""type"":""General"",""cost"":"""",""changes"":[{""kind"":""decommissioned"",""action"":""marked""}],""source"":{}}]",AX,Store,
AIRAY120#01,Coda,Airay 120,0045022,"compact dual 12”, 3-way line array",,2026-06-25T00:00:00,,,False,False,False,False,False,1,,AX,Store,
AIRAY120#02,Coda,Airay 120,0043030,"compact dual 12”, 3-way line array",,2026-06-25T00:00:00,,,False,False,False,False,False,1,,AX,Store,
AIRAY120#03,Coda,Airay 120,0042993,"compact dual 12”, 3-way line array",,2026-06-25T00:00:00,,,False,False,False,False,False,1,,AX,Store,
AIRAY120#04,Coda,Airay 120,0045045,"compact dual 12”, 3-way line array",,2026-06-25T00:00:00,,,False,False,False,False,False,1,,AX,Store,
AIRAY120#05,Coda,Airay 120,0045046,"compact dual 12”, 3-way line array",,2026-06-25T00:00:00,,,False,False,False,False,False,1,,AX,Store,
AIRAY120#06,Coda,Airay 120,0042987,"compact dual 12”, 3-way line array",,2026-06-25T00:00:00,,,False,False,False,False,False,1,,AX,Store,
AIRAY120#07,Coda,Airay 120,0044991,"compact dual 12”, 3-way line array",,2026-06-25T00:00:00,,,False,False,False,False,False,1,,AX,Store,
AIRAY120#08,Coda,Airay 120,0044928,"compact dual 12”, 3-way line array",,2026-06-25T00:00:00,,,False,False,False,False,False,1,,AX,Store,
AIRAY120#09,Coda,Airay 120,0043081,"compact dual 12”, 3-way line array",,2026-06-25T00:00:00,,,False,False,False,False,False,1,,AX,Store,
AIRAY120#10,Coda,Airay 120,0045010,"compact dual 12”, 3-way line array",,2026-06-25T00:00:00,,,False,False,False,False,False,1,,AX,Store,
AIRAY120#11,Coda,Airay 120,0045025,"compact dual 12”, 3-way line array",,2026-06-25T00:00:00,,,False,False,False,False,False,1,,AX,Store,
AIRAY120#12,Coda,Airay 120,0045055,"compact dual 12”, 3-way line array",,2026-06-25T00:00:00,,,False,False,False,False,False,1,,AX,Store,
AIRAY120#13,Coda,Airay 120,0043046,"compact dual 12”, 3-way line array",,2026-06-25T00:00:00,,,False,False,False,False,False,1,,AX,Store,
AIRAY120#14,Coda,Airay 120,0043091,"compact dual 12”, 3-way line array",,2026-06-25T00:00:00,,,False,False,False,False,False,1,,AX,Store,
AIRAY120#15,Coda,Airay 120,0045012,"compact dual 12”, 3-way line array",,2026-06-25T00:00:00,,,False,False,False,False,False,1,,AX,Store,
AIRAY120#16,Coda,Airay 120,0045057,"compact dual 12”, 3-way line array",,2026-06-25T00:00:00,,,False,False,False,False,False,1,,AX,Store,
AIRAY120#17,Coda,Airay 120,0043071,"compact dual 12”, 3-way line array",,2026-06-25T00:00:00,,,False,False,False,False,False,1,,AX,Store,
AIRAY120#18,Coda,Airay 120,0044987,"compact dual 12”, 3-way line array",,2026-06-25T00:00:00,,,False,False,False,False,False,1,,AX,Store,
AIRAY120#19,Coda,Airay 120,0043035,"compact dual 12”, 3-way line array",,2026-06-25T00:00:00,,,False,False,False,False,False,1,,AX,Store,
AIRAY120#20,Coda,Airay 120,0045061,"compact dual 12”, 3-way line array",,2026-06-25T00:00:00,,,False,False,False,False,False,1,,AX,Store,
AIRAY120#21,Coda,Airay 120,0045013,"compact dual 12”, 3-way line array",,2026-06-25T00:00:00,,,False,False,False,False,False,1,,AX,Store,
AIRAY120#22,Coda,Airay 120,0043067,"compact dual 12”, 3-way line array",,2026-06-25T00:00:00,,,False,False,False,False,False,1,,AX,Store,
AIRAY120#23,Coda,Airay 120,0045008,"compact dual 12”, 3-way line array",,2026-06-25T00:00:00,,,False,False,False,False,False,1,,AX,Store,
AIRAY120#24,Coda,Airay 120,0045003,"compact dual 12”, 3-way line array",,2026-06-25T00:00:00,,,False,False,False,False,False,1,,AX,Store,
AIRAY120#25,Coda,Airay 120,0044993,"compact dual 12”, 3-way line array",,2026-06-25T00:00:00,,,False,False,False,False,False,1,,AX,Store,
AIRAY120#26,Coda,Airay 120,0044982,"compact dual 12”, 3-way line array",,2026-06-25T00:00:00,,,False,False,False,False,False,1,,AX,Store,
AIRAY120#27,Coda,Airay 120,0043070,"compact dual 12”, 3-way line array",,2026-06-25T00:00:00,,,False,False,False,False,False,1,,AX,Store,
AIRAY120#28,Coda,Airay 120,0045005,"compact dual 12”, 3-way line array",,2026-06-25T00:00:00,,,False,False,False,False,False,1,,AX,Store,
CIRAY90#01,Coda,Ciray 90,0072350,"compact dual 10”, 3-way high output line array system",,2026-06-25T00:00:00,,,False,False,False,False,False,1,,AX,Store,
CIRAY90#02,Coda,Ciray 90,0072631,"compact dual 10”, 3-way high output line array system",,2026-06-25T00:00:00,,,False,False,False,False,False,1,,AX,Store,
CIRAY90#03,Coda,Ciray 90,0072940,"compact dual 10”, 3-way high output line array system",,2026-06-25T00:00:00,,,False,False,False,False,False,1,,AX,Store,
CIRAY90#04,Coda,Ciray 90,0072338,"compact dual 10”, 3-way high output line array system",,2026-06-25T00:00:00,,,False,False,False,False,False,1,,AX,Store,
CIRAY90#05,Coda,Ciray 90,0072707,"compact dual 10”, 3-way high output line array system",,2026-06-25T00:00:00,,,False,False,False,False,False,1,,AX,Store,
CIRAY90#06,Coda,Ciray 90,0072706,"compact dual 10”, 3-way high output line array system",,2026-06-25T00:00:00,,,False,False,False,False,False,1,,AX,Store,
CIRAY90#07,Coda,Ciray 90,0072943,"compact dual 10”, 3-way high output line array system",,2026-06-25T00:00:00,,,False,False,False,False,False,1,,AX,Store,
CIRAY90#08,Coda,Ciray 90,0072951,"compact dual 10”, 3-way high output line array system",,2026-06-25T00:00:00,,,False,False,False,False,False,1,,AX,Store,
CIRAY90#09,Coda,Ciray 90,0072695,"compact dual 10”, 3-way high output line array system",,2026-06-25T00:00:00,,,False,False,False,False,False,1,,AX,Store,
CIRAY90#10,Coda,Ciray 90,0073338,"compact dual 10”, 3-way high output line array system",,2026-06-25T00:00:00,,,False,False,False,False,False,1,,AX,Store,
CIRAY90#11,Coda,Ciray 90,0072715,"compact dual 10”, 3-way high output line array system",,2026-06-25T00:00:00,,,False,False,False,False,False,1,,AX,Store,
CIRAY90#12,Coda,Ciray 90,0072373,"compact dual 10”, 3-way high output line array system",,2026-06-25T00:00:00,,,False,False,False,False,False,1,,AX,Store,
CIRAY90#13,Coda,Ciray 90,0072358,"compact dual 10”, 3-way high output line array system",,2026-06-25T00:00:00,,,False,False,False,False,False,1,,AX,Store,
CIRAY90#14,Coda,Ciray 90,0072359,"compact dual 10”, 3-way high output line array system",,2026-06-25T00:00:00,,,False,False,False,False,False,1,,AX,Store,
CIRAY90#15,Coda,Ciray 90,0072333,"compact dual 10”, 3-way high output line array system",,2026-06-25T00:00:00,,,False,False,False,False,False,1,,AX,Store,
CIRAY90#16,Coda,Ciray 90,0072937,"compact dual 10”, 3-way high output line array system",,2026-06-25T00:00:00,,,False,False,False,False,False,1,,AX,Store,
CIRAY90#17,Coda,Ciray 90,0072938,"compact dual 10”, 3-way high output line array system",,2026-06-25T00:00:00,,,False,False,False,False,False,1,,AX,Store,
CIRAY90#18,Coda,Ciray 90,0072724,"compact dual 10”, 3-way high output line array system",,2026-06-25T00:00:00,,,False,False,False,False,False,1,,AX,Store,
CIRAY90#19,Coda,Ciray 90,0072370,"compact dual 10”, 3-way high output line array system",,2026-06-25T00:00:00,,,False,False,False,False,False,1,,AX,Store,
CIRAY90#20,Coda,Ciray 90,0072703,"compact dual 10”, 3-way high output line array system",,2026-06-25T00:00:00,,,False,False,False,False,False,1,,AX,Store,
CIRAY90#21,Coda,Ciray 90,0072708,"compact dual 10”, 3-way high output line array system",,2026-06-25T00:00:00,,,False,False,False,False,False,1,,AX,Store,
CIRAY90#22,Coda,Ciray 90,0072702,"compact dual 10”, 3-way high output line array system",,2026-06-25T00:00:00,,,False,False,False,False,False,1,,AX,Store,
CIRAY90#23,Coda,Ciray 90,0072356,"compact dual 10”, 3-way high output line array system",,2026-06-25T00:00:00,,,False,False,False,False,False,1,,AX,Store,
CIRAY90#24,Coda,Ciray 90,0072334,"compact dual 10”, 3-way high output line array system",,2026-06-25T00:00:00,,,False,False,False,False,False,1,,AX,Store,
CIRAY90#25,Coda,Ciray 90,0072337,"compact dual 10”, 3-way high output line array system",,2026-06-25T00:00:00,,,False,False,False,False,False,1,,AX,Store,
CIRAY90#26,Coda,Ciray 90,0072341,"compact dual 10”, 3-way high output line array system",,2026-06-25T00:00:00,,,False,False,False,False,False,1,,AX,Store,
CIRAY90#27,Coda,Ciray 90,0072362,"compact dual 10”, 3-way high output line array system",,2026-06-25T00:00:00,,,False,False,False,False,False,1,,AX,Store,
CIRAY90#28,Coda,Ciray 90,0072931,"compact dual 10”, 3-way high output line array system",,2026-06-25T00:00:00,,,False,False,False,False,False,1,,AX,Store,
CIRAY90#29,Coda,Ciray 90,0072933,"compact dual 10”, 3-way high output line array system",,2026-06-25T00:00:00,,,False,False,False,False,False,1,,AX,Store,
CIRAY90#30,Coda,Ciray 90,0072926,"compact dual 10”, 3-way high output line array system",,2026-06-25T00:00:00,,,False,False,False,False,False,1,,AX,Store,
CIRAY90#31,Coda,Ciray 90,0072922,"compact dual 10”, 3-way high output line array system",,2026-06-25T00:00:00,,,False,False,False,False,False,1,,AX,Store,
CIRAY90#32,Coda,Ciray 90,0072732,"compact dual 10”, 3-way high output line array system",,2026-06-25T00:00:00,,,False,False,False,False,False,1,,AX,Store,
CIRAY90#33,Coda,Ciray 90,0072340,"compact dual 10”, 3-way high output line array system",,2026-06-25T00:00:00,,,False,False,False,False,False,1,,AX,Store,
CIRAY90#34,Coda,Ciray 90,0072928,"compact dual 10”, 3-way high output line array system",,2026-06-25T00:00:00,,,False,False,False,False,False,1,,AX,Store,
CIRAY90#35,Coda,Ciray 90,0072704,"compact dual 10”, 3-way high output line array system",,2026-06-25T00:00:00,,,False,False,False,False,False,1,,AX,Store,
CIRAY90#36,Coda,Ciray 90,0072705,"compact dual 10”, 3-way high output line array system",,2026-06-25T00:00:00,,,False,False,False,False,False,1,,AX,Store,
CIRAY90#37,Coda,Ciray 90,0072360,"compact dual 10”, 3-way high output line array system",,2026-06-25T00:00:00,,,False,False,False,False,False,1,,AX,Store,
CIRAY90#38,Coda,Ciray 90,0073328,"compact dual 10”, 3-way high output line array system",,2026-06-25T00:00:00,,,False,False,False,False,False,1,,AX,Store,
CIRAY90#39,Coda,Ciray 90,0073321,"compact dual 10”, 3-way high output line array system",,2026-06-25T00:00:00,,,False,False,False,False,False,1,,AX,Store,
CIRAY90#40,Coda,Ciray 90,0073346,"compact dual 10”, 3-way high output line array system",,2026-06-25T00:00:00,,,False,False,False,False,False,1,,AX,Store,
CIRAY90#41,Coda,Ciray 90,0073347,"compact dual 10”, 3-way high output line array system",,2026-06-25T00:00:00,,,False,False,False,False,False,1,,AX,Store,
CIRAY90#42,Coda,Ciray 90,0072697,"compact dual 10”, 3-way high output line array system",,2026-06-25T00:00:00,,,False,False,False,False,False,1,,AX,Store,
CIRAY90#43,Coda,Ciray 90,0072696,"compact dual 10”, 3-way high output line array system",,2026-06-25T00:00:00,,,False,False,False,False,False,1,,AX,Store,
CIRAY90#44,Coda,Ciray 90,0072955,"compact dual 10”, 3-way high output line array system",,2026-06-25T00:00:00,,,False,False,False,False,False,1,,AX,Store,
CIRAY90#45,Coda,Ciray 90,0072954,"compact dual 10”, 3-way high output line array system",,2026-06-25T00:00:00,,,False,False,False,False,False,1,,AX,Store,
CIRAY90#46,Coda,Ciray 90,0073323,"compact dual 10”, 3-way high output line array system",,2026-06-25T00:00:00,,,False,False,False,False,False,1,,AX,Store,
CIRAY90#47,Coda,Ciray 90,0072351,"compact dual 10”, 3-way high output line array system",,2026-06-25T00:00:00,,,False,False,False,False,False,1,,AX,Store,
CIRAY90#48,Coda,Ciray 90,0072349,"compact dual 10”, 3-way high output line array system",,2026-06-25T00:00:00,,,False,False,False,False,False,1,,AX,Store,
CIRAY90#49,Coda,Ciray 90,0072352,"compact dual 10”, 3-way high output line array system",,2026-06-25T00:00:00,,,False,False,False,False,False,1,,AX,Store,
CIRAY90#50,Coda,Ciray 90,0072344,"compact dual 10”, 3-way high output line array system",,2026-06-25T00:00:00,,,False,False,False,False,False,1,,AX,Store,
CIRAY90#51,Coda,Ciray 90,0072363,"compact dual 10”, 3-way high output line array system",,2026-06-25T00:00:00,,,False,False,True,False,False,1,"[{""id"":""a0250d33e4f035a7d00a1be4"",""date"":""2025/04/20"",""user"":""emily"",""description"":""Dropped during Bishan SG60"",""type"":""Fault"",""cost"":"""",""changes"":[{""kind"":""degraded"",""action"":""marked""}],""source"":{}}]",AX,Store,
CIRAY90#52,Coda,Ciray 90,0072355,"compact dual 10”, 3-way high output line array system",,2026-06-25T00:00:00,,,False,False,True,False,False,1,"[{""id"":""a36b885bcfbb99b7ef6a510e"",""date"":""2025/04/20"",""user"":""emily"",""description"":""Dropped during Bishan SG60"",""type"":""Fault"",""cost"":"""",""changes"":[{""kind"":""degraded"",""action"":""marked""}],""source"":{}}]",AX,Store,
CIRAY90#53,Coda,Ciray 90,0072721,"compact dual 10”, 3-way high output line array system",,2026-06-25T00:00:00,,,False,False,True,False,False,1,"[{""id"":""1dbe2a623801412c2f026611"",""date"":""2025/04/20"",""user"":""emily"",""description"":""Dropped during Bishan SG60"",""type"":""Fault"",""cost"":"""",""changes"":[{""kind"":""degraded"",""action"":""marked""}],""source"":{}}]",AX,Store,
CIRAY90#54,Coda,Ciray 90,0072335,"compact dual 10”, 3-way high output line array system",,2026-06-25T00:00:00,,,False,False,True,False,False,1,"[{""id"":""f241119273865750a0e66884"",""date"":""2025/04/20"",""user"":""emily"",""description"":""Dropped during Bishan SG60"",""type"":""Fault"",""cost"":"""",""changes"":[{""kind"":""degraded"",""action"":""marked""}],""source"":{}}]",AX,Store,
CIRAY90#55,Coda,Ciray 90,0072939,"compact dual 10”, 3-way high output line array system",,2026-06-25T00:00:00,,,False,False,True,False,False,1,"[{""id"":""e2e2ee9312871d5abe8bc873"",""date"":""2025/04/20"",""user"":""emily"",""description"":""Dropped during Bishan SG60"",""type"":""Fault"",""cost"":"""",""changes"":[{""kind"":""degraded"",""action"":""marked""}],""source"":{}}]",AX,Store,
CIRAY90#56,Coda,Ciray 90,0072953,"compact dual 10”, 3-way high output line array system",,2026-06-25T00:00:00,,,False,False,True,False,False,1,"[{""id"":""427f06d124c92fa44a61f405"",""date"":""2025/04/20"",""user"":""emily"",""description"":""Dropped during Bishan SG60"",""type"":""Fault"",""cost"":"""",""changes"":[{""kind"":""degraded"",""action"":""marked""}],""source"":{}}]",AX,Store,
CIRAY90#57,Coda,Ciray 90,0073343,"compact dual 10”, 3-way high output line array system",,2026-06-25T00:00:00,,,False,False,True,False,False,1,"[{""id"":""afe6470f21cb016145060b1c"",""date"":""2025/04/20"",""user"":""emily"",""description"":""Dropped during Bishan SG60"",""type"":""Fault"",""cost"":"""",""changes"":[{""kind"":""degraded"",""action"":""marked""}],""source"":{}}]",AX,Store,
CIRAY90#58,Coda,Ciray 90,0072930,"compact dual 10”, 3-way high output line array system",,2026-06-25T00:00:00,,,False,False,True,False,False,1,"[{""id"":""808fbceb48cb298b5792ca14"",""date"":""2025/04/20"",""user"":""emily"",""description"":""Dropped during Bishan SG60"",""type"":""Fault"",""cost"":"""",""changes"":[{""kind"":""degraded"",""action"":""marked""}],""source"":{}}]",AX,Store,
CIRAY90#59,Coda,Ciray 90,0072716,"compact dual 10”, 3-way high output line array system",,2026-06-25T00:00:00,,,False,False,True,False,False,1,"[{""id"":""7fa9b721fe2868ae32d18043"",""date"":""2025/04/20"",""user"":""emily"",""description"":""Dropped during Bishan SG60"",""type"":""Fault"",""cost"":"""",""changes"":[{""kind"":""degraded"",""action"":""marked""}],""source"":{}}]",AX,Store,
CIRAY90#60,Coda,Ciray 90,0072346,"compact dual 10”, 3-way high output line array system",,2026-06-25T00:00:00,,,False,False,True,False,False,1,"[{""id"":""a93815369e0f1d6ee6502797"",""date"":""2025/04/20"",""user"":""emily"",""description"":""Dropped during Bishan SG60"",""type"":""Fault"",""cost"":"""",""changes"":[{""kind"":""degraded"",""action"":""marked""}],""source"":{}}]",AX,Store,
CIRAY90#61,Coda,Ciray 90,0072720,"compact dual 10”, 3-way high output line array system",,2026-06-25T00:00:00,,,False,False,True,False,False,1,"[{""id"":""6f984f095aaa9440a3794a2d"",""date"":""2025/04/20"",""user"":""emily"",""description"":""Dropped during Bishan SG60"",""type"":""Fault"",""cost"":"""",""changes"":[{""kind"":""degraded"",""action"":""marked""}],""source"":{}}]",AX,Store,
CIRAY90#62,Coda,Ciray 90,0072722,"compact dual 10”, 3-way high output line array system",,2026-06-25T00:00:00,,,False,False,True,False,False,1,"[{""id"":""324cf21bc9e3025b2fb82bc7"",""date"":""2025/04/20"",""user"":""emily"",""description"":""Dropped during Bishan SG60"",""type"":""Fault"",""cost"":"""",""changes"":[{""kind"":""degraded"",""action"":""marked""}],""source"":{}}]",AX,Store,
CIRAY90#63,Coda,Ciray 90,0072342,"compact dual 10”, 3-way high output line array system",,2026-06-25T00:00:00,,,False,False,True,False,False,1,"[{""id"":""5a66e68d74f8b063c5e3e74c"",""date"":""2025/04/20"",""user"":""emily"",""description"":""Dropped during Bishan SG60"",""type"":""Fault"",""cost"":"""",""changes"":[{""kind"":""degraded"",""action"":""marked""}],""source"":{}}]",AX,Store,
CIRAY90#64,Coda,Ciray 90,0072924,"compact dual 10”, 3-way high output line array system",,2026-06-25T00:00:00,,,False,False,True,False,False,1,"[{""id"":""56385f6709b1a9c8a694a872"",""date"":""2025/04/20"",""user"":""emily"",""description"":""Dropped during Bishan SG60"",""type"":""Fault"",""cost"":"""",""changes"":[{""kind"":""degraded"",""action"":""marked""}],""source"":{}}]",AX,Store,
CIRAY90#65,Coda,Ciray 90,0072336,"compact dual 10”, 3-way high output line array system",,2026-06-25T00:00:00,,,False,False,True,False,False,1,"[{""id"":""bd246d46ea7f7ca0bcc65d19"",""date"":""2025/04/20"",""user"":""emily"",""description"":""Dropped during Bishan SG60"",""type"":""Fault"",""cost"":"""",""changes"":[{""kind"":""degraded"",""action"":""marked""}],""source"":{}}]",AX,Store,
CIRAY90#66,Coda,Ciray 90,0072339,"compact dual 10”, 3-way high output line array system",,2026-06-25T00:00:00,,,False,False,True,False,False,1,"[{""id"":""ff3dd4dc685553ecea6e59df"",""date"":""2025/04/20"",""user"":""emily"",""description"":""Dropped during Bishan SG60"",""type"":""Fault"",""cost"":"""",""changes"":[{""kind"":""degraded"",""action"":""marked""}],""source"":{}}]",AX,Store,
CIRAY90#67,Coda,Ciray 90,0073322,"compact dual 10”, 3-way high output line array system",,2026-06-25T00:00:00,,,False,False,True,False,False,1,"[{""id"":""5332792a58a72dc7271d72b5"",""date"":""2025/04/20"",""user"":""emily"",""description"":""Dropped during Bishan SG60"",""type"":""Fault"",""cost"":"""",""changes"":[{""kind"":""degraded"",""action"":""marked""}],""source"":{}}]",AX,Store,
CIRAY90#68,Coda,Ciray 90,0073345,"compact dual 10”, 3-way high output line array system",,2026-06-25T00:00:00,,,False,False,True,False,False,1,"[{""id"":""ea7fbac4b6533334003c887e"",""date"":""2025/04/20"",""user"":""emily"",""description"":""Dropped during Bishan SG60"",""type"":""Fault"",""cost"":"""",""changes"":[{""kind"":""degraded"",""action"":""marked""}],""source"":{}},{""id"":""b6a24b3df655c3cb1f4f7683"",""date"":""2026/01/01"",""user"":""emily"",""description"":""body touch up with silicon"",""type"":""Repair"",""cost"":"""",""changes"":[],""source"":{}}]",AX,Store,
CIRAY90#69,Coda,Ciray 90,0072941,"compact dual 10”, 3-way high output line array system",,2026-06-25T00:00:00,,,False,False,True,False,False,1,"[{""id"":""7f5b529aa89bd2dd8fc028e0"",""date"":""2025/04/20"",""user"":""emily"",""description"":""Dropped during Bishan SG60"",""type"":""Fault"",""cost"":"""",""changes"":[{""kind"":""degraded"",""action"":""marked""}],""source"":{}},{""id"":""9d5c320ec508b62caa0a0c7a"",""date"":""2026/01/01"",""user"":""emily"",""description"":""Minor touch up with silicon on the body"",""type"":""Repair"",""cost"":"""",""changes"":[],""source"":{}}]",AX,Store,
CIRAY90#70,Coda,Ciray 90,0072347,"compact dual 10”, 3-way high output line array system",,2026-06-25T00:00:00,,,False,False,True,False,False,1,"[{""id"":""de988dc1eba8364d8a187412"",""date"":""2025/04/20"",""user"":""emily"",""description"":""Dropped during Bishan SG60"",""type"":""Fault"",""cost"":"""",""changes"":[{""kind"":""degraded"",""action"":""marked""}],""source"":{}},{""id"":""8a42b02e720845ac81645656"",""date"":""2026/01/01"",""user"":""emily"",""description"":""body touch up with silicon"",""type"":""Repair"",""cost"":"""",""changes"":[],""source"":{}}]",AX,Store,
CIRAY90#71,Coda,Ciray 90,0072923,"compact dual 10”, 3-way high output line array system",,2026-06-25T00:00:00,,,False,False,True,False,False,1,"[{""id"":""f14b728457b2d426867ebe24"",""date"":""2025/04/20"",""user"":""emily"",""description"":""Dropped during Bishan SG60"",""type"":""Fault"",""cost"":"""",""changes"":[{""kind"":""degraded"",""action"":""marked""}],""source"":{}},{""id"":""c1972aba4ea85790bb447411"",""date"":""2026/01/01"",""user"":""emily"",""description"":""Right side handle touch up with silicon"",""type"":""Repair"",""cost"":"""",""changes"":[],""source"":{}}]",AX,Store,
CIRAY90#72,Coda,Ciray 90,0072927,"compact dual 10”, 3-way high output line array system",,2026-06-25T00:00:00,,,False,False,True,False,False,1,"[{""id"":""f7327c8e695fd86c2d853c99"",""date"":""2025/04/20"",""user"":""emily"",""description"":""Dropped during Bishan SG60"",""type"":""Fault"",""cost"":"""",""changes"":[{""kind"":""degraded"",""action"":""marked""}],""source"":{}},{""id"":""3f0d58400c7a0bfa83bd75c5"",""date"":""2026/01/01"",""user"":""emily"",""description"":""left side handle minor touch up with silicon"",""type"":""Repair"",""cost"":"""",""changes"":[],""source"":{}}]",AX,Store,
CIRAY90#73,Coda,Ciray 90,0073341,"compact dual 10”, 3-way high output line array system",,2026-06-25T00:00:00,,,False,False,True,False,False,1,"[{""id"":""f24d99bce28c2f24c5c16476"",""date"":""2025/04/20"",""user"":""emily"",""description"":""Dropped during Bishan SG60"",""type"":""Fault"",""cost"":"""",""changes"":[{""kind"":""degraded"",""action"":""marked""}],""source"":{}},{""id"":""1aab68ccbc5a0263f26af380"",""date"":""2026/01/01"",""user"":""emily"",""description"":""Right side handle repair with silicon"",""type"":""Repair"",""cost"":"""",""changes"":[],""source"":{}}]",AX,Store,
